Name,O_ana_MV_C2459,O_ana_AM_M8258,O_ana_QM_J20672_ERR,O_ana_QVM_M1988x1x141_ERR,O_ana_QVM_M1987x1x105_ERR,O_ana_QM_JM1086_ERR,O_ana_MV_C29796_ERR,O_ana_ANWC_M3708_ERR,O_ana_MV_C2459_ERR,O_ana_ANWC_M1279_ERR,O_ana_AM_M8258_ERR,O_ana_SAM_M6043_ERR,O_ana_QVM_M1987x1x105,O_ana_ANWC_M3708,O_ana_QM_J20672,O_ana_QVM_M1988x1x141,O_ana_QM_JM1086,O_ana_MV_C29796,O_ana_ANWC_M1279,O_ana_SAM_M6043
Y LM_C_vevomx,-29.91907349,-88.88253784,-4.908757019,-90.71147461,-30.12082825,-3.242288971,-82.21827393,-25.38011475,-29.912854,3.611886597,-88.92719727,7.199376678,-30.09560547,-24.26681976,-4.997986984,-89.92008667,-3.344248199,-82.74713135,3.639073181,7.353036499
Z LM_C_vevomx,9.161006927,-2.815044785,26.87239685,35.43980408,14.81756134,-13.16208038,14.87570953,27.64940796,9.063360596,-17.47666321,-2.82189312,3.345961761,14.94158936,27.62905579,26.88919678,35.59299011,-12.84745789,14.79118042,-17.54354858,3.16403389
X LM_C_pa,20.08288269,15.64644012,42.25861511,13.75449677,6.174450302,36.8543335,-3.026734734,20.17823639,20.54889526,20.52035065,16.14311218,21.50145264,6.904221344,21.32150574,41.63305969,14.17697144,37.60228577,-3.13179493,20.15938263,21.84894104
Y LM_C_pa,-101.2002258,-30.41488953,-8.71875,-25.48861389,-105.3505615,11.78434982,-22.99641266,-103.8725464,-101.7662048,-41.06114807,-31.41775818,-28.25401001,-103.9892578,-103.9320679,-8.292642975,-24.36099854,10.95314255,-21.88533325,-41.12266846,-28.8802063
Z LM_C_pa,7.499355316,4.606779099,38.36243286,32.84293518,19.90874634,45.8081543,-0.076407647,44.12997742,7.316603088,8.046460724,5.220191956,65.62194824,19.90181885,43.95135498,38.53970337,32.81912842,46.65092468,0.004075972,7.94107666,65.79404297
X LM_C_oc,42.56140747,1.312338161,42.74768677,36.95797424,-20.37919769,45.50249329,-24.7898819,16.17395477,42.58054199,21.9972702,1.566022778,32.08978271,-20.2586853,16.06530914,42.54215393,36.93061218,45.50282898,-24.60822296,21.97812195,32.10007629
Y LM_C_oc,-101.7553162,-29.41785583,-20.50057831,-18.35755157,-107.6942505,-12.1945015,-16.99445496,-106.1904175,-101.5287659,-23.46688843,-29.8434082,-47.74984436,-107.9424194,-105.9665771,-20.5079483,-18.67224579,-12.18908386,-17.0355011,-23.59929047,-47.62657776
Z LM_C_oc,22.71106262,-12.06124802,17.14930725,44.02989502,14.92891388,41.60664978,9.618539429,18.48116608,22.83283386,26.37116394,-12.60427322,48.32266235,15.11798706,18.02428131,17.07875214,44.23701477,41.64455566,9.773778534,26.42460632,48.7036499
X LM_C_fm,32.05491028,8.297761536,49.13225098,25.73413086,-7.163721466,45.9833374,-12.86009674,17.1996048,31.75777893,25.34829102,8.317355347,28.72840576,-7.154689789,17.57991333,49.14326782,25.89941406,46.0521698,-12.88363495,25.32187958,28.85037231
Y LM_C_fm,-109.1410278,-23.41157684,-15.1978241,-14.03808289,-114.1069702,0.477041578,-12.38884964,-112.9824829,-109.0255005,-36.58110962,-23.41831055,-42.49978027,-114.1135132,-112.9697754,-15.44507904,-13.9830658,0.550393248,-12.34714966,-36.57504578,-42.3493988
Z LM_C_fm,16.95292664,-3.605760956,28.34246826,39.57719727,16.70757446,48.95448608,3.517162323,25.64960632,16.97055054,19.2294754,-3.57278595,62.41315918,16.67922363,25.522435,28.27789307,39.44179688,48.90218506,3.583805084,19.26684265,62.54295044
X CUR_R_zave 4,21.84851074,-6.423768616,37.49100037,36.64232178,-2.820464516,51.99281616,-7.190196228,41.08686218,21.62713776,-0.192681479,-6.593080902,46.20639648,-1.794046974,40.9145813,37.65440063,36.66355286,52.0133728,-7.650331879,-0.334211373,45.52737427
Y CUR_R_zave 4,-90.4206665,-37.27497253,3.820185089,-27.39983215,-97.73130493,6.321114731,-24.1733902,-95.17941895,-90.96774902,-37.43638916,-37.12385864,-23.96552582,-96.88049927,-94.90927734,3.694773102,-27.16050415,6.202312088,-24.27656555,-37.68630066,-23.44808197
Z CUR_R_zave 4,35.04754028,6.925254059,16.53935852,19.00051727,-5.900881958,21.62287445,24.61704559,25.09606781,35.62023926,26.35177612,6.687776184,50.81641235,-5.461663818,24.91778717,16.38249207,18.87897339,21.61204376,24.18563385,26.31803589,50.43354492
X CUR_R_zave 3,20.41484528,-4.692766953,33.41949768,35.30829163,0.86618042,46.68250732,-6.613188171,39.59624634,20.50235443,-2.353419685,-4.632546234,42.0629303,1.089409924,39.55291443,33.52945251,35.31561584,46.55675049,-6.546354675,-2.507616043,41.85068359
Y CUR_R_zave 3,-86.20341187,-41.30639038,4.186077118,-32.4637207,-93.46834106,6.97862854,-28.5883728,-90.27016602,-86.47125854,-35.69444885,-41.2403656,-19.52042694,-93.04881592,-90.19924316,4.202849579,-32.31053162,6.979935455,-28.73186646,-35.61538391,-19.09388275
Z CUR_R_zave 3,32.22792664,7.847370911,18.76971283,19.32630005,-3.50603447,19.84839783,23.10233612,27.63225708,32.27860718,21.9859726,7.881639862,48.54146118,-3.32714119,27.64555969,18.76699982,19.38619843,19.79882355,23.10899353,21.82370911,48.02885132
X CUR_R_zave 2,20.2212265,-3.613056946,29.20948486,35.44625854,-0.139349163,42.6211731,-7.0662323,38.47984314,20.18492279,-4.931820679,-3.494971466,39.18681335,-0.405588007,38.59676819,29.35506287,35.53883057,42.4769043,-7.039383698,-5.023917389,38.41244507
Y CUR_R_zave 2,-81.73894653,-45.19832153,3.827484894,-37.25977173,-88.14593506,6.268915939,-32.60685425,-85.02297974,-81.84680786,-32.81367493,-45.14585876,-16.77995911,-87.40479736,-85.09585571,3.834454727,-37.22094727,6.32854805,-32.81372681,-32.50902405,-16.1882782
Z CUR_R_zave 2,30.75484924,7.622776794,18.69487915,20.14933624,-2.564610291,17.01665649,22.76185455,27.5938324,30.8260376,18.99354248,7.538855743,44.81892395,-2.76756897,27.62986145,18.69078674,20.29397278,16.93587189,22.78926239,18.92207184,44.29893188
X CUR_R_zave 1,21.21155548,-3.109244919,23.63903198,36.62857361,-2.327391434,37.87548828,-8.646589661,36.68345337,21.31675873,-8.180049133,-3.104021072,35.4085083,-2.229288292,36.71785278,23.85015564,36.67911377,37.78648987,-8.956653595,-8.425460052,35.21056213
Y CUR_R_zave 1,-76.26568604,-49.49050598,2.672848511,-42.60447083,-81.54112549,3.816114426,-37.21280823,-78.97943115,-76.28114624,-28.66225891,-49.53406677,-13.82606506,-81.46281738,-78.97591553,2.668803787,-42.67682495,4.112663651,-37.13081055,-28.60874939,-13.80198669
Z CUR_R_zave 1,29.07836304,6.385167313,18.3782135,21.80555573,-1.913229752,13.69011078,22.46729126,26.61452026,29.15567017,15.67658386,6.345100784,39.94295044,-1.576287937,26.64888306,18.39913788,21.8390625,13.4092514,22.44302216,15.63307495,39.58236389
X CUR_R_zado 4,18.72139282,-4.562874603,40.07486572,32.84968262,1.226027107,50.77458191,-3.989777374,39.22247009,18.80200653,2.492548561,-4.513747787,43.45776062,1.359641933,38.97614746,39.98023071,32.8633606,51.07176208,-4.027418137,2.208643723,43.60526123
Y CUR_R_zado 4,-94.12371216,-35.65570984,3.837979889,-25.96425781,-100.9465881,9.662911224,-22.62289581,-98.07340088,-94.88265381,-40.74720459,-35.48700256,-23.73584595,-100.2188293,-97.96318359,3.969389725,-25.84212341,9.606811523,-22.57761688,-40.67207947,-23.33313446
Z CUR_R_zado 4,31.87254028,8.293492889,21.12937927,19.31196442,-2.680215263,26.17494507,21.63310394,29.9928009,31.65308228,23.92907257,8.257892609,55.64482422,-2.271662521,29.95342712,21.3068222,19.26550598,26.03762512,21.45879517,23.80030975,55.57297363
X CUR_R_zado 3,18.60030823,-4.138427353,36.20220642,33.45479126,1.876982307,47.77202148,-3.561911392,39.89085388,18.68050385,-0.89029007,-4.1263134,43.01988525,2.127929115,39.62087708,36.1657074,33.46036987,47.73728638,-3.681513214,-1.12171402,42.58265381
Y CUR_R_zado 3,-89.54412231,-39.06168518,5.026926422,-30.07399902,-96.11046143,9.818791962,-26.45763855,-93.35205688,-89.83511353,-39.11698608,-39.00284119,-19.40312195,-94.48778687,-93.30092163,5.06855545,-29.95988159,9.839590454,-26.42223206,-38.98500366,-19.08787689
Z CUR_R_zado 3,31.19487915,8.699813843,21.26076965,18.46923676,-3.465615463,22.73040771,21.9646759,30.21775208,31.41421814,21.94188232,8.679363251,52.77006226,-2.859736633,30.21601563,21.14731903,18.44039764,22.80731964,21.78448029,21.70745392,52.37463989
X CUR_R_zado 2,18.23749847,-2.639372253,31.92321167,32.53748779,3.043780136,43.0243103,-3.998446274,38.04754333,18.17914276,-3.030017471,-2.596368027,38.79017334,3.312089539,37.92263489,31.86944885,32.6190918,42.84610901,-4.035723495,-3.269267654,38.03559875
Y CUR_R_zado 2,-85.30300293,-42.94438171,4.816069794,-34.98007813,-91.01513062,9.811630249,-30.77137451,-88.32479858,-85.39135742,-36.67269897,-42.90027161,-16.16657104,-89.9034668,-88.46472168,4.771302032,-34.99606018,9.871816254,-30.85146179,-36.23214722,-15.58562927
Z CUR_R_zado 2,28.60880127,8.759518433,22.33258667,19.33477325,-1.294663239,20.62097473,20.67258606,31.90015564,28.67694092,17.98992157,8.756858063,50.41154175,-0.920092392,32.01818848,22.24025269,19.33092499,20.60357971,20.58935089,18.22189026,49.92872925
X CUR_R_zado 1,17.8408844,-1.202155113,26.96966248,31.44777832,4.841218567,37.73930054,-4.122429657,36.41899109,17.81079407,-5.768761826,-1.170804787,34.04443054,4.928746033,36.37242126,26.94526978,31.48812561,37.47927856,-4.464371872,-5.838927841,33.62253418
Y CUR_R_zado 1,-80.33271484,-46.9094574,4.531750107,-40.37233887,-84.71157837,9.480640411,-35.51259766,-82.28543091,-80.115448,-34.02170715,-46.9109375,-12.25020065,-84.37182617,-82.35170288,4.511464691,-40.4448822,9.521399689,-35.54171753,-33.65450134,-12.00377426
Z CUR_R_zado 1,26.50349426,8.679375458,23.78865509,20.2621933,0.552198458,17.47389984,19.79281006,32.01323853,26.38207397,13.33043518,8.774336243,47.46100769,0.64063139,31.95181274,23.72887726,20.1904953,17.29298859,19.91282959,13.51697388,46.79777222
X CUR_R_sqpa 2,18.96243286,9.339466095,45.10202026,18.19306183,5.702659225,42.83599243,-2.727206802,26.01567078,18.73046112,18.16483765,9.70734024,28.26564941,5.330456543,26.54031677,45.23573608,18.49386749,43.71272583,-3.847922897,18.7834259,28.89303589
Y CUR_R_sqpa 2,-103.1221191,-28.06889038,-6.128371811,-22.67363129,-106.3182129,10.90185165,-18.96066284,-105.2487305,-102.944873,-42.92779236,-27.70048218,-30.74555359,-106.7699463,-105.740918,-6.226959229,-22.49367065,9.863607788,-17.83083496,-42.70640869,-30.90662537
Z CUR_R_sqpa 2,14.28912506,5.866784286,33.66455688,28.10808716,13.73158722,43.55041199,5.062394714,40.86670532,13.93369904,14.55285034,5.361843872,65.65440063,13.8940033,39.87158508,33.42671509,28.1414917,43.85206604,5.269054413,14.81994781,66.1293457
X CUR_R_sqpa 1,18.38874817,2.903747368,45.5648407,23.64732819,3.801903152,47.25083008,-2.383176804,30.84223022,18.56461639,13.75597687,3.183118439,34.28103638,3.374107742,30.94212341,45.67153015,23.50514832,48.53789978,-4.273594284,13.91240997,35.39006958
Y CUR_R_sqpa 1,-101.6766785,-28.89476929,-2.886316109,-21.42663116,-106.4485718,10.86486359,-19.22545319,-104.7328369,-101.9570435,-43.43555603,-28.7177948,-29.31504822,-106.7444702,-105.1887451,-2.724653816,-21.37964172,9.885774994,-17.36739502,-43.45574646,-29.03748474
Z CUR_R_sqpa 1,20.88883972,7.24066391,29.15480347,24.75085754,8.002590179,38.91283264,11.33061218,37.05031433,20.34753876,19.94359436,7.111162567,63.90980225,8.422151947,36.15052185,28.60098267,24.71183624,39.12000122,11.46393204,19.58796844,64.25844116
X CUR_R_smxmxvo 3,26.6097168,3.444742584,-24.31149597,41.06426392,-1.993671799,-10.70781784,-16.28743286,25.67632141,26.85932312,-36.42191772,3.369485474,6.981159973,-1.937368393,25.39398956,-24.26923065,41.57203369,-11.16753082,-16.52176208,-36.35697021,7.271901703
Y CUR_R_smxmxvo 3,-23.08707581,-93.22001953,1.421091557,-94.752948,-25.75572205,0.396999168,-87.52860107,-19.73814697,-23.066362,3.092068863,-93.43363647,13.82216034,-25.61983643,-19.69184265,1.453590298,-94.84667969,0.578333759,-87.65316772,3.19344902,13.98819122
Z CUR_R_smxmxvo 3,13.47256317,1.207886124,24.32998047,28.46395264,7.959960938,-21.59959412,20.93392487,27.98898315,13.42535095,-17.83164673,1.225343609,-0.645120192,7.841099548,27.36793823,24.76257324,28.5762085,-21.63208923,21.01764526,-17.73325195,-0.085699886
X CUR_R_smxmxvo 2,25.27387695,1.991294289,-30.10884094,42.41513062,-0.700099468,-13.1920105,-15.66913452,27.69595642,25.71678467,-42.97947388,1.879491043,7.240033722,-0.892913628,27.49546814,-30.04889526,42.94223022,-13.23041992,-15.83297424,-42.92991333,7.257749939
Y CUR_R_smxmxvo 2,-16.65385895,-98.08528442,4.767526245,-100.3845581,-19.48953094,1.941641617,-92.15091553,-13.89057007,-16.69279175,5.472084427,-98.28733521,18.52497711,-19.39072266,-14.04095001,4.753135681,-100.4290283,1.573217583,-92.16184082,5.138230896,18.74855652
Z CUR_R_smxmxvo 2,14.8480545,2.453261375,23.2053772,26.34075928,6.108692551,-27.55734863,23.11308441,27.70909729,14.87199402,-20.16325073,2.389206696,-5.488010406,5.977950287,26.93495178,23.19905243,26.46992798,-27.97642212,23.25074615,-20.27160187,-4.90369873
X CUR_R_smxmxvo 1,24.55715637,1.103000164,-36.48805847,43.75259705,0.08324613,-17.50343018,-15.54981537,28.08592834,24.75390167,-49.34165649,1.039589977,5.983391953,0.075190485,28.2515686,-36.51537476,43.96546631,-17.15951691,-15.63471985,-49.30259399,6.28575592
Y CUR_R_smxmxvo 1,-10.01289597,-103.5315308,7.556426239,-106.8029297,-12.54656448,2.195850754,-97.43779907,-7.273390198,-10.08814697,7.653890991,-103.7227417,23.32406006,-12.46379166,-7.681498718,7.431253052,-106.6878418,2.181728554,-97.36046753,7.783188629,23.66203308
Z CUR_R_smxmxvo 1,15.33028259,3.347820663,22.43531647,24.7730484,4.431038666,-32.84839172,24.52034607,27.21050415,15.4566452,-23.77701721,3.278090668,-10.41015472,4.477862167,27.00509949,22.41888275,24.76389008,-33.3631134,24.6673233,-23.67702332,-9.935069275
X CUR_R_smxmf 5,23.40042267,2.26505394,-8.615577698,38.54099121,-1.684477997,4.463536835,-13.58233337,28.3347168,23.4961853,-28.34775391,2.214894867,15.35424347,-1.363345814,28.43003845,-8.356871033,38.59821472,4.828495026,-13.57851715,-28.38988647,15.394841
Y CUR_R_smxmf 5,-38.91217041,-79.70222778,2.05949955,-78.69463501,-41.61574097,2.520934677,-72.54160767,-38.67112732,-38.67484131,-6.668838501,-79.9189209,5.269911575,-41.22669983,-38.3874054,1.673995399,-78.8942749,2.296691132,-72.53581543,-6.572870636,5.376374817
Z CUR_R_smxmf 5,17.63088074,3.587084579,24.56298065,27.1690979,5.641220093,-9.799897003,20.47973938,28.95845337,17.7201416,-8.175669861,3.507512665,13.9114151,5.663718414,28.91473999,24.58372345,27.13448792,-10.12954865,20.48654785,-8.278283691,13.698349
X CUR_R_smxmf 4,23.29101563,0.947704506,-15.27121277,41.00569458,-2.027908707,0.052954566,-14.26008606,30.06549377,23.36304016,-34.03735962,0.869448662,14.04246826,-1.19580307,30.07877502,-15.20948792,41.26891174,-0.080151862,-14.31869659,-34.01799316,14.07514648
Y CUR_R_smxmf 4,-31.42912903,-86.1848999,3.999313354,-86.22971191,-33.86366272,2.103108215,-79.34666748,-29.55400085,-31.35612488,-2.934380531,-86.36534424,10.23540497,-33.6193634,-29.37383118,3.890656281,-86.331073,2.204814339,-79.38181763,-3.191793823,10.28119507
Z CUR_R_smxmf 4,18.5519516,3.641986084,23.14130554,25.96781311,4.186109924,-17.91859894,23.34264984,27.31685486,18.65810547,-10.68319855,3.575574493,6.845582581,4.136591339,27.29634705,23.11639099,26.01228333,-18.00873718,23.36825409,-11.07478104,6.664159393
X CUR_R_smxmf 3,22.8895401,-0.044696957,-23.30858765,43.32972412,-1.181321049,-5.094489288,-14.4907547,31.59892578,22.66423035,-40.87253723,-0.1585289,12.71292572,-1.061924362,31.63200378,-23.19687195,43.44682312,-5.301396179,-14.44033051,-40.82119751,12.79860535
Y CUR_R_smxmf 3,-22.86427155,-92.96150513,6.447480011,-94.09782104,-25.9727417,2.384509468,-86.36746826,-20.45512543,-22.93712158,1.026325512,-93.17989502,16.29061584,-25.80515747,-20.57999573,6.374694824,-94.1265564,2.708854866,-86.44188843,0.795283365,16.1474823
Z CUR_R_smxmf 3,19.18912964,3.998562622,21.89605255,24.69876099,3.274714661,-25.62572327,25.75534058,26.35896606,18.54072723,-14.12360535,3.945805359,-0.141774988,3.347374344,26.39799194,21.81994781,24.71754456,-25.7940155,25.73885193,-14.33854675,-0.091161132
X CUR_R_smxmf 2,22.5749115,-1.10410881,-31.43179626,44.64196167,0.426619959,-9.669432068,-14.35291595,32.85605469,22.33339386,-47.91026001,-1.210371399,11.37284012,0.235347271,32.91622314,-31.34232788,45.05528259,-9.769632721,-14.20899506,-47.815271,11.58489685
Y CUR_R_smxmf 2,-14.42354889,-99.7032959,8.815713501,-101.9736511,-17.63100281,3.357269669,-92.96410522,-12.06188431,-14.48181763,4.700429535,-99.84022217,22.1195343,-17.57607422,-12.33620987,8.712578583,-101.8356384,3.714026642,-92.9604187,4.735638046,21.91757813
Z CUR_R_smxmf 2,19.1817276,4.545962906,20.915625,22.94851379,2.043227196,-33.06662903,27.7594635,26.07380066,18.96344147,-18.79092865,4.533789825,-6.638925171,2.141249466,26.09880066,20.73518372,22.99060211,-33.25854492,27.73168335,-18.76172028,-6.624590302
X CUR_R_smxmf 1,22.78861389,-1.691615868,-38.93317871,46.06477966,0.45321126,-16.0653183,-14.71878815,32.98986206,23.254245,-54.43858643,-1.646762657,9.31526413,0.399427414,33.08215332,-38.90950012,46.17176819,-15.89425507,-15.39821777,-54.42883911,9.354743195
Y CUR_R_smxmf 1,-6.462139893,-105.9635864,10.74908676,-109.2083496,-10.0624794,3.224176025,-99.55129395,-3.57828331,-6.595313263,8.369641876,-106.0231445,26.66185608,-9.959790802,-4.244923401,10.83318176,-109.0167725,3.418469238,-99.32576294,8.294992828,26.3464386
Z CUR_R_smxmf 1,19.0519928,4.535263443,19.99041138,21.79086914,1.597601414,-39.12583618,28.58392639,25.15942993,19.2465683,-22.45914001,4.465187073,-13.3817276,1.653237534,25.2587677,20.07348328,21.81629333,-39.21429443,28.71358337,-22.697258,-13.00967865
X CUR_R_maorza 5,21.86722565,-2.870516777,36.60107117,33.29983521,-1.259761047,45.48977966,-7.203968048,35.00570374,21.42678375,3.309877777,-2.875395584,39.05579529,2.335833549,34.9295166,36.66080017,33.00484009,45.55307617,-7.409624481,3.084860802,38.91629944
Y CUR_R_maorza 5,-91.57384033,-38.23006287,0.783972788,-29.18414001,-97.51205444,7.127884674,-25.59165955,-94.96306763,-92.04436646,-36.42271118,-38.20180054,-23.55908203,-98.71526489,-94.84765625,0.446377134,-28.8632019,7.097924042,-25.5104187,-36.22293091,-23.60757599
Z CUR_R_maorza 5,27.38762817,6.647103882,21.78803101,23.2723938,1.17471056,27.150177,19.22187347,28.58484802,26.90279541,21.42920837,6.645011902,52.67985229,2.826226425,28.83833923,21.26715851,23.10731354,27.22958984,19.42062531,21.22355499,52.13067627
X CUR_R_maorza 4,22.29537048,-0.152704084,31.00445557,30.89788208,0.293301153,39.57022705,-6.384386826,33.03053894,21.21575317,0.533357143,-0.125982583,33.91107788,0.663703823,33.00487976,30.89125671,31.0715271,39.30031433,-6.804640198,0.497084951,33.28747559
Y CUR_R_maorza 4,-86.37488403,-43.17132568,0.393445396,-35.4276825,-90.37998657,7.830052948,-31.279776,-88.50366211,-86.55184937,-34.5110199,-43.19646301,-18.75193329,-92.47838135,-88.35147705,0.107938802,-35.4390564,7.717580414,-31.20117188,-34.44137268,-19.03598328
Z CUR_R_maorza 4,23.74703369,6.334260941,23.81789093,24.04877625,4.08434639,24.74041595,17.38463287,31.19802856,23.47819214,15.67404938,6.360953522,49.89872131,3.499819946,31.15393677,23.61955872,24.15468292,24.68609772,17.54702148,15.64966736,48.82284546
X CUR_R_maorza 3,18.88730927,4.219643021,26.5651062,26.73570862,4.839356995,33.2815094,-4.67013588,30.59574585,18.52112122,-0.871548271,4.270937729,27.65411072,2.648616791,30.5933075,26.486203,26.78547058,33.16820984,-4.129673386,-0.944500065,27.38605957
Y CUR_R_maorza 3,-82.70531616,-45.89659729,0.383650541,-40.81191101,-85.0588562,11.22662354,-36.30834045,-84.26853027,-82.62477417,-33.69789124,-45.89464111,-14.69277344,-86.20657959,-84.28162231,0.400601101,-40.8461792,10.7622467,-35.75318604,-33.33282471,-14.78732147
Z CUR_R_maorza 3,18.80727081,7.976613617,28.50126953,24.9501709,7.082191467,23.82554169,13.98465424,36.94320679,18.67682953,8.569415283,8.031948853,48.99941406,5.440010834,36.83687134,28.43036194,24.92173767,23.32061462,13.82316589,8.71110611,47.9206665
X CUR_R_maorza 2,17.05149841,8.380345154,22.76861572,23.13704834,6.700415039,27.40626221,-3.390140533,28.2932251,16.97466736,-1.802005768,8.305488586,22.32813568,6.299344635,28.30356445,22.73170013,22.92423553,27.64145813,-3.012663841,-1.944987106,22.42770691
Y CUR_R_maorza 2,-78.56854248,-49.51752625,0.024006084,-45.46135559,-80.2211792,12.59009628,-40.40343933,-79.41342773,-78.69371948,-31.49924622,-49.36192017,-11.63367233,-79.68759766,-79.44351807,0.136992395,-45.38955078,12.51290817,-40.29145203,-31.37867737,-11.60806122
Z CUR_R_maorza 2,14.17692719,8.730256653,32.24176636,26.21897888,10.85008698,22.87723083,10.72503738,40.64546509,14.27041321,2.325017548,8.767912292,47.36582336,10.53561707,40.63141785,32.08542786,26.25462036,22.80625916,10.50548172,2.496339798,47.08267822
X CUR_R_maorza 1,18.09585571,9.058360291,16.96878815,23.70638123,6.479375458,21.04149475,-4.577080154,26.48739929,17.94523315,-6.119232941,9.093283081,18.64951172,5.999697495,26.47155762,17.17201385,23.74501648,21.08115234,-4.620087814,-6.104787827,18.7847641
Y CUR_R_maorza 1,-71.73421021,-55.0791748,-0.493172789,-51.66712036,-73.21782227,11.18817749,-45.91005859,-72.3956604,-71.78068237,-26.350177,-54.94226685,-8.298638153,-73.63756104,-72.31733398,-0.482657337,-51.63397217,11.18302155,-46.05394287,-26.37002563,-8.40222702
Z CUR_R_maorza 1,12.04027328,7.744935608,33.06551819,26.85441589,11.17569275,18.59724579,10.12259674,40.51216736,11.87028503,-1.677612114,7.76067276,41.94522705,10.84315033,40.56872559,33.08252869,26.82870483,18.57012177,10.14069214,-1.630927086,42.00652161
X CUR_R_inmfor,21.39638062,3.583328629,6.986737823,32.60013428,0.946777725,16.58706207,-9.477167511,28.47704163,21.37409821,-16.31877441,3.665778351,20.44183655,1.15521946,28.44760742,7.01587677,32.76484985,16.56314392,-9.561125946,-16.58482361,20.88576965
Y CUR_R_inmfor,-58.05275269,-65.21218872,0.926258469,-61.84499512,-59.76131592,6.073530579,-56.16096802,-59.67299194,-57.89176636,-17.59166565,-64.98361206,-2.652708054,-60.23919678,-59.72408447,0.893624973,-61.95450439,6.043412018,-56.45935059,-17.55505981,-2.839170837
Z CUR_R_inmfor,17.34406738,5.387067413,27.09189148,26.19351501,6.493473053,5.609954453,17.23310547,33.34121704,17.35375519,-1.46372509,5.416701126,28.00982971,6.602835846,33.43249512,26.92798462,26.17461243,5.464216995,17.28720856,-1.437274361,28.50533752
X CUR_R_dpmx 2,29.47243958,-1.274659443,17.08542175,40.24589844,-9.167154694,26.97568359,-17.16859436,26.27745972,29.49367065,-6.611279297,-1.203904819,28.27637024,-8.926416016,26.24633179,16.91872864,40.1749054,26.85247498,-17.1081604,-6.455997467,26.94060669
Y CUR_R_dpmx 2,-68.60576782,-55.69868164,-4.925670624,-49.69884949,-72.69005127,-2.97299614,-43.72747192,-72.05492554,-68.47047729,-17.72262878,-55.78636475,-16.19188995,-72.92021484,-72.0427124,-4.813460541,-49.8719696,-3.004335976,-43.92923279,-17.69762115,-16.99434357
Z CUR_R_dpmx 2,24.68619995,-1.270416641,20.3694046,30.25740967,3.857497025,14.18030548,19.43154907,25.14224701,24.54173279,10.51614838,-1.395894909,28.65618896,4.180673218,25.09336395,20.50018616,30.26724243,14.26991272,19.78363495,10.15064468,28.88494568
X CUR_R_dpmx 1,26.98833313,0.286500764,13.29954376,38.81830444,-7.787227631,22.25163422,-15.99213562,25.36024475,27.0945343,-8.978987885,0.163438439,25.27872162,-7.86771698,25.05779266,12.73521194,38.74723511,22.00448456,-15.22487183,-9.591135406,25.10161743
Y CUR_R_dpmx 1,-64.47807007,-59.00115967,-3.467150879,-54.00940552,-68.11580811,-0.800331593,-48.27434998,-66.85714722,-64.44234009,-16.62952576,-59.02512207,-12.10394897,-68.09903564,-67.1617981,-3.703164291,-54.23076782,-0.272253919,-48.12214966,-16.57202911,-12.75654602
Z CUR_R_dpmx 1,22.10185852,0.316164255,22.85206146,29.11532593,5.352127075,11.76567535,18.54548035,28.01251221,22.08405914,5.539286804,0.41967001,27.13301392,5.865874863,28.14197083,22.76222076,29.24251404,10.80589142,19.11546783,5.165607071,27.1694458
X CUR_R_dp 4,29.1420929,-4.117260361,21.43496094,41.02984924,-10.62086639,34.53991699,-16.25696716,30.73367004,29.34050598,-5.633137894,-4.222806549,33.86011658,-10.42976913,30.938974,21.47966614,41.17925415,35.12198792,-16.18721008,-5.715876389,33.74437866
Y CUR_R_dp 4,-73.66883545,-51.57299805,-3.377400208,-44.09474182,-77.93023682,-3.43666954,-39.00967102,-77.70084229,-73.71919556,-21.29700317,-51.5571228,-19.42436523,-78.46036377,-77.85115356,-3.543496704,-43.74399719,-4.129885864,-39.3568512,-21.24387665,-19.48909912
Z CUR_R_dp 4,28.58876953,-0.653990316,16.66494598,28.0114563,0.504050493,14.38721924,22.11859894,22.21313477,28.31764221,16.93982086,-0.595919704,30.95011597,0.195180786,22.93171692,16.62463684,27.89273682,14.41726837,21.87292175,16.99714203,31.00339355
X CUR_R_dp 3,26.12161255,-5.509757233,18.99065247,41.63474121,-8.782406616,34.78208008,-14.53137817,34.21706238,26.25456543,-9.881072235,-5.510423279,35.31243286,-8.844523621,34.26330566,19.58390503,41.78626404,34.97096252,-14.40588684,-9.961740875,35.10837402
Y CUR_R_dp 3,-70.90299683,-53.5321228,-0.317443275,-46.46758423,-76.24968872,-1.324728298,-40.47852478,-74.44249878,-71.09223633,-21.83022766,-53.52783813,-15.30003204,-76.32518311,-74.59175415,-0.407136011,-46.38193054,-1.414976597,-41.02499084,-21.9551712,-15.29311676
Z CUR_R_dp 3,29.76655579,1.162095165,16.07474518,24.85061188,-1.580787373,9.882016754,24.39133911,22.44782867,29.57802124,16.47328796,1.165172195,30.52701111,-1.568906021,22.01190796,15.91403351,24.66569214,10.11621246,23.92710571,16.11896057,30.76932373
X CUR_R_dp 2,24.99658203,-5.079798889,16.44037018,41.46925354,-6.90872345,31.99942932,-13.2205368,34.45726624,25.14668121,-13.0388504,-5.068992996,33.49611816,-7.311018372,34.60205688,16.74049225,41.48081055,32.08007507,-13.38903351,-13.32304535,33.43773804
