Name,O_ana_MV_C2459,O_ana_AM_M8258,O_ana_QM_J20672_ERR,O_ana_QVM_M1988x1x141_ERR,O_ana_QVM_M1987x1x105_ERR,O_ana_QM_JM1086_ERR,O_ana_MV_C29796_ERR,O_ana_ANWC_M3708_ERR,O_ana_MV_C2459_ERR,O_ana_ANWC_M1279_ERR,O_ana_AM_M8258_ERR,O_ana_SAM_M6043_ERR,O_ana_QVM_M1987x1x105,O_ana_ANWC_M3708,O_ana_QM_J20672,O_ana_QVM_M1988x1x141,O_ana_QM_JM1086,O_ana_MV_C29796,O_ana_ANWC_M1279,O_ana_SAM_M6043
Z LM_R_mxdp,18.99077454,4.682577515,25.60166016,26.43981323,5.889186859,7.50045929,17.75887909,30.45585022,19.31673279,2.242612457,4.508185959,29.18029785,6.101231766,30.13461609,25.17000732,26.36227112,7.486029816,17.51076813,2.319193268,29.76230774
X LM_R_mpf,26.73948059,5.968209457,-3.334069443,34.78730469,-2.969384384,6.849660492,-15.1016098,22.39349823,26.92692871,-17.90617065,5.75487709,12.66276627,-2.668283272,22.34093323,-3.36780777,35.00933838,7.016081238,-15.19080048,-17.50622253,12.72720566
Y LM_R_mpf,-46.68098755,-72.90151367,-3.188094139,-71.60803833,-49.37880554,0.866091633,-65.59639893,-47.58414001,-46.63986816,-9.43052597,-73.04029541,-1.941662025,-49.05580444,-47.53905945,-3.268635559,-71.70455322,0.537748194,-65.46598511,-8.634571075,-2.253777313
Z LM_R_mpf,13.83669434,0.838875771,26.65903015,31.30207825,11.73488159,1.034069347,15.26865082,29.96337585,14.23121643,-6.760145569,1.031121349,19.06533051,11.29360504,30.04450378,26.63710327,31.1084137,1.660445023,15.30127563,-6.066487122,19.20707245
X LM_R_mf,22.29402466,2.289877319,-1.113454247,35.72537231,0.380155993,11.10936813,-12.23992538,28.57463379,22.16355133,-24.2844986,2.974502563,16.96783752,0.260182166,27.89089355,-0.540859127,35.5497467,11.36544113,-12.28792877,-24.55576324,16.82677917
Y LM_R_mf,-46.32351685,-73.23952026,1.535525227,-71.13026123,-49.57138062,4.240042877,-65.9331665,-48.05438843,-46.42332458,-11.53413925,-73.39555054,1.866683578,-49.47628784,-47.45552368,0.523704815,-71.33742676,4.510159683,-66.01963501,-11.7038002,1.700779343
Z LM_R_mf,17.76291656,5.099029541,25.79466858,26.414328,5.132646179,-2.514253616,18.38766022,30.25662842,17.81422882,-5.03886795,4.518588638,21.27658539,5.242916489,30.17217407,25.85632629,26.80681763,-2.627428246,18.15930939,-4.898732376,21.15060577
X LM_R_kdp3,31.56286011,-2.116129112,21.28786316,40.69225769,-11.63964386,31.59468079,-18.12515106,26.90690918,31.74053345,-3.630668259,-2.293206406,30.56204529,-11.78588028,26.73007507,21.20157471,40.68911438,31.86046143,-18.20958557,-3.64093399,30.59768372
Y LM_R_kdp3,-74.27171021,-51.83594971,-6.743768311,-44.47926941,-78.00784302,-5.428107834,-39.01992188,-77.84807739,-74.12927246,-18.83060913,-51.71030884,-21.53251648,-78.3357605,-77.54832764,-6.711210632,-44.48630066,-5.653613281,-39.01471863,-18.87266998,-21.59311066
Z LM_R_kdp3,26.31131592,-2.451415825,17.82065735,31.25910339,2.988851738,17.05030518,20.40011749,21.78230896,25.6814209,15.16255341,-2.408381271,30.44828491,2.265995216,21.91536102,17.9393631,31.28887939,17.10863037,20.33131714,15.38521271,30.55662842
X LM_R_kdp2,24.53933868,-1.824625015,11.57448578,38.36627197,-5.132949448,23.37672577,-12.56235504,28.58363342,25.03973083,-15.03557434,-1.578220558,26.28870239,-5.156474686,31.18856506,11.31761093,38.44131165,23.28661957,-12.37861862,-14.48173676,25.77471313
Y LM_R_kdp2,-61.36742554,-60.81531982,0.264698577,-56.11772461,-65.84442749,2.09378891,-49.57970581,-64.16560059,-61.45795898,-17.97955475,-60.90263062,-7.648018646,-65.76737061,-64.19571533,0.325927496,-56.1878479,2.073875618,-49.43224182,-17.49529724,-7.677198029
Z LM_R_kdp2,22.54454651,3.17155838,22.10017548,25.50185852,2.420523643,6.860268402,22.65266571,28.690271,22.49488831,5.850691605,3.224763107,26.69510498,2.758499146,27.62772827,22.06346741,25.25744476,6.785016632,23.07014923,5.184527588,26.6027771
X LM_R_kdp1,27.4763855,3.038059425,10.02021713,35.67331238,-5.792504883,19.4708847,-15.20122986,23.75688019,27.42874756,-10.79797821,3.183861923,20.92463989,-5.933779907,23.48743439,10.14393692,35.65138855,19.19169617,-14.98842163,-10.9519249,20.7063797
Y LM_R_kdp1,-60.7197937,-61.45251465,-3.924594879,-57.21914673,-65.06428223,0.628460646,-51.5588501,-63.72373047,-60.63927002,-15.05227966,-61.60773926,-10.02987747,-65.09906616,-63.27816162,-3.835447693,-57.28811646,1.088903713,-51.67824707,-14.42071838,-10.19322281
Z LM_R_kdp1,17.19042511,0.537399578,24.46755829,30.46461182,8.00891571,9.638014984,16.60694275,28.71095276,17.15425262,2.591629791,0.56890974,27.05887756,8.123114777,28.71786194,24.41036835,30.48132019,8.890000153,16.62475128,2.345791054,27.025
X LM_R_ju,16.08475647,0.944662571,22.64193726,29.93607483,5.011451721,31.79174805,-3.465219498,34.25737,15.98252869,-8.074639893,1.009739685,29.85158997,5.107585526,34.44721375,22.60702362,29.82839966,31.66719055,-3.405818939,-8.044126892,29.59491577
Y LM_R_ju,-77.17741089,-49.47381592,4.647883987,-45.16094666,-78.49196167,12.2299118,-39.7364502,-77.63583374,-76.78900757,-32.12420654,-49.54627686,-8.515673065,-78.737323,-77.85150146,4.653035736,-45.28470764,12.25467072,-39.81852112,-32.14256897,-8.337651062
Z LM_R_ju,22.35476532,9.829745483,26.8313324,20.76640167,1.760688972,15.85097198,18.02987518,35.19441833,21.95547638,8.320557404,9.800717926,44.50553894,1.580842876,35.10489502,26.83011475,20.9053894,15.79168396,17.89654694,8.342558289,44.43572998
X LM_R_inmf,20.89742279,0.671385574,0.469542074,36.72373962,0.138296008,14.99787598,-9.310423279,31.45531006,20.95605164,-23.85375061,0.628033638,21.48935242,0.692350817,31.53072205,0.503773737,36.72438354,14.68106537,-9.329318237,-24.05075531,21.43049774
Y LM_R_inmf,-49.09055786,-71.42471924,4.007352066,-69.11907349,-52.69696655,4.736078262,-61.50731812,-51.35419312,-48.89388123,-14.62225342,-71.47542725,2.27084446,-52.94673462,-51.53950806,3.866199493,-69.2762085,5.137171173,-61.78135376,-14.32147217,2.350906181
Z LM_R_inmf,20.0938736,6.129681396,24.02589417,23.3438858,3.055390739,-2.526259041,20.85020294,29.32088928,20.10905151,-1.791944695,6.021500397,23.37901764,3.091729164,29.49238281,23.84553223,23.32008362,-2.311172485,20.98310699,-1.769414139,23.37358246
X LM_R_fror,17.05747528,9.12530899,21.63175659,22.19087067,7.262307739,26.02808533,-3.043979073,27.5171936,17.04752045,-3.222917557,9.052024078,21.37752075,7.222502136,27.51835632,21.69667053,22.28418121,26.2816803,-3.046054077,-3.229273605,21.53326111
Y LM_R_fror,-76.70782471,-50.93571167,0.374967003,-46.92797546,-78.35030518,12.68248901,-41.86255798,-77.68395386,-76.95854492,-29.95608215,-50.65778198,-9.932782745,-78.18470459,-77.71159058,0.389074683,-46.96352844,12.59613113,-41.91106262,-30.45057678,-10.05398865
Z LM_R_fror,13.46200409,8.991590881,33.19742432,26.43570251,11.10187073,21.6105011,10.38491974,40.67765503,13.57918854,1.441724586,9.019120789,46.66704102,11.08464355,40.77564697,33.08621826,26.42202759,21.64932556,10.37523727,1.189280701,46.60611267
X LM_R_dsf,19.85645142,6.094241714,6.976765442,28.73114929,3.52098465,14.39205017,-8.097512054,26.47375488,19.85715027,-14.81353607,6.252396393,15.69863434,3.626517868,26.45687256,6.946455383,29.17841492,14.43726807,-8.160593414,-15.08391418,15.9959198
Y LM_R_dsf,-59.14230957,-65.58295288,-0.551317739,-63.20460205,-57.87477417,6.561058044,-56.53597412,-60.24788208,-59.01104126,-17.32395172,-65.63825684,-1.40988245,-59.08605347,-60.44334106,-0.526211214,-63.51565552,6.673410797,-56.82727661,-17.28194733,-1.691555214
Z LM_R_dsf,13.74159241,6.046229172,29.71829834,27.43860779,9.168940735,7.403125763,13.9817749,36.11352844,13.67043762,-4.356594086,6.110549545,28.51855774,8.957852936,36.61309814,29.52210388,27.4763855,7.08843689,13.75027618,-4.245845413,29.30484619
X LM_R_cp,36.90307007,-6.872794342,42.88313293,41.63281555,-17.94580536,53.45182495,-19.19568024,28.65324097,35.9446167,11.68617859,-6.866807556,43.82329407,-17.94017029,28.40661011,42.94310608,41.63196106,53.58630371,-19.78778076,11.75160675,42.62711792
Y LM_R_cp,-97.5894043,-31.91082153,-9.815023041,-19.33258514,-105.3599609,-8.899298096,-16.62689362,-103.7972656,-98.08890381,-27.67981567,-31.9564209,-40.13332825,-105.2935425,-103.5193115,-9.685884857,-19.26268921,-8.709067535,-16.94990845,-27.50286865,-40.68805847
Z LM_R_cp,33.17207336,-7.034163666,10.9307724,33.0430481,1.237930012,31.7421814,19.84369812,14.3685318,34.39939575,33.39487915,-7.061317444,46.55429993,1.21169548,14.15667114,10.98108673,32.98348083,31.71271057,19.3846817,33.3100708,45.89316711
X LM_L_zasq,38.23103638,21.81964264,38.88378906,15.68743134,-6.067436218,28.33279419,-18.40835571,3.855355453,37.97489929,31.4146637,21.83048096,11.3043869,-4.784983063,3.353158188,38.87038574,15.92685547,28.28155518,-17.50090485,31.30871277,10.68106461
Y LM_L_zasq,-101.4801758,-33.47405396,-24.76390076,-25.8064209,-105.1426758,-2.168680191,-22.97503052,-103.5735229,-101.2197876,-26.63152771,-33.9080658,-41.86626282,-105.1013184,-103.6734985,-25.15465393,-25.97007141,-2.22687664,-22.53153687,-27.03322449,-42.60137024
Z LM_L_zasq,-0.050984836,-10.41530533,38.84940186,50.72782288,34.00345764,55.11323242,-9.806424713,38.22561035,0.332875466,5.344235611,-10.96905594,59.96367798,32.74098206,38.15639648,38.93816833,51.00532532,54.81865234,-9.991733551,5.390623093,59.45015259
X LM_L_zadp,43.10130005,17.84035797,16.30255737,26.68487854,-13.63728943,12.59588699,-25.9656189,-0.216104341,43.22465515,15.21443024,17.52588959,4.811995316,-13.32652283,-0.369593239,16.27787476,26.4065155,12.39906769,-26.06801453,15.23381042,4.711507416
Y LM_L_zadp,-75.82753296,-52.19280396,-26.1464447,-49.342453,-76.12295532,-13.18822632,-42.31413574,-76.5369751,-76.31967773,-8.089459991,-51.98143921,-32.50197449,-76.04765015,-76.48265381,-26.22837219,-49.43511047,-12.41538925,-42.19831848,-8.069104767,-32.12881165
Z LM_L_zadp,0.023142973,-13.96968994,30.95885925,53.80413208,32.71422424,33.98424683,-3.329852295,29.57819214,0.777372026,-1.267199135,-14.07148132,33.03005066,32.76673584,29.12457886,30.84063416,53.59212646,34.09817505,-3.187361908,-1.201652622,33.21125488
X LM_L_za,46.8083252,21.67265167,37.23369751,19.36696625,-13.89837646,24.23805695,-26.72703552,-5.046894836,47.03678589,34.39022827,20.99421082,7.232592773,-12.08841629,-5.056422043,37.1809021,19.42761383,24.74738464,-27.17032166,34.45764771,6.800388336
Y LM_L_za,-98.05084839,-33.41530762,-32.67618713,-27.35343933,-102.3651978,-13.2036026,-23.58305206,-101.6853455,-99.59587402,-18.69334564,-33.96816406,-50.61751404,-101.9037476,-101.7042114,-32.69447937,-27.24076538,-12.70380478,-23.85630341,-18.82624054,-50.98410339
Z LM_L_za,-2.724459648,-15.77550201,35.18912964,58.95166626,39.40594177,55.77102051,-11.42121887,31.36039124,-1.093254662,6.101093674,-16.75973816,52.57449341,40.38225708,31.42384338,35.0778717,58.82288818,56.13071899,-11.21136551,5.670679855,52.07061157
X LM_L_vooc,42.23409729,6.095923996,28.96197205,34.8665863,-17.91703491,32.92277527,-25.86982422,14.78187256,42.20701904,14.94579773,6.244373322,23.00368347,-17.88693085,14.19270325,29.17319641,34.95654602,33.05597229,-26.16811218,14.74651031,23.1540863
Y LM_L_vooc,-88.39055176,-41.8219696,-20.61746216,-32.89280701,-92.74086914,-13.09713135,-28.69028015,-92.24581909,-88.05322266,-15.20026703,-41.59024353,-38.2817627,-92.80215454,-92.49588623,-20.27163849,-33.19668274,-13.22410736,-28.60901794,-15.20084991,-38.16124878
Z LM_L_vooc,16.10165253,-12.55387039,20.89768219,46.62731018,18.19205475,33.1017395,7.502792358,20.17939301,16.18508606,16.69931335,-12.70523376,39.42070923,18.08572083,20.57142487,20.65281372,46.55308838,33.81968384,7.399882507,16.66067047,38.99888306
X LM_L_vomx,32.15708008,9.804040527,-20.6751358,37.02112122,-4.812590027,-13.44532166,-19.32645416,14.08945465,32.36459961,-25.67803345,9.265805817,0.984882259,-4.738848877,14.07855835,-20.67698975,36.94465942,-13.72609863,-19.73933716,-25.5092865,0.956711864
Y LM_L_vomx,-29.58469543,-88.5442627,-6.382852936,-91.31575317,-30.20079041,-4.044311523,-82.74243164,-24.62820282,-29.65095215,4.538546753,-88.61727905,6.392650986,-30.18584595,-24.50881195,-6.274077225,-91.50721436,-3.995037842,-82.68005371,4.916915894,6.39083252
Z LM_L_vomx,7.000791931,-3.840815735,28.26179199,38.15076599,16.24611359,-10.73641739,12.45330505,29.16517944,7.063119507,-18.87740936,-3.256666183,3.309634399,16.17495728,28.86730347,28.21433411,38.26869507,-10.54014969,12.24243011,-19.3451889,3.322649765
X LM_L_smx,35.14227905,12.06748352,-44.665802,38.05019836,-3.385644913,-33.58413696,-23.4664032,10.3484024,35.38352356,-39.49342957,11.98024139,-10.53955994,-3.546689987,10.25652084,-43.96826477,38.0144104,-33.50471191,-23.42677155,-39.33494263,-10.59469223
Y LM_L_smx,-6.101901245,-107.812793,-7.177015686,-112.9077881,-6.827928925,-5.383307266,-103.2072266,-1.70874958,-5.721419525,19.68182983,-107.6307251,17.46578369,-6.897512817,-1.488280296,-6.762811279,-112.9606445,-5.688500595,-103.1929077,19.1765152,17.45144348
Z LM_L_smx,0.288977695,-6.164447403,30.91993713,40.26954651,22.61232147,-25.9217865,12.63583298,29.28518982,0.145290315,-35.73247681,-6.170521927,-15.42888641,22.51040497,29.41129456,30.9708252,40.26549988,-25.87502441,12.60750122,-35.59566345,-15.65757904
X LM_L_pf,34.36731873,10.8457489,14.260466,29.80769653,-8.331224823,16.74195862,-19.17169647,12.59468765,34.62069397,2.235976791,11.32012177,13.59033356,-7.933085632,12.30802765,14.37444,29.76960754,16.94021149,-18.86486359,2.274700737,13.5744873
Y LM_L_pf,-70.03004761,-56.04039917,-14.03624115,-51.77993774,-72.76621094,-5.270418167,-46.42775879,-70.14058228,-69.96062622,-12.57327957,-56.64163818,-19.70758362,-72.41345825,-69.86548462,-14.07311707,-51.80618286,-5.616629028,-46.64749146,-12.87305908,-19.81301422
Z LM_L_pf,9.16609726,-6.052100372,28.07908936,42.37400513,20.26072998,22.21749878,5.780234528,29.76424561,8.909933472,0.895969677,-6.286102676,33.32791138,20.06290741,29.80119934,28.02427368,42.11526489,22.22168427,5.715548706,0.617348146,33.39884338
X LM_L_oc,45.58624573,4.337783813,46.93886108,33.49938965,-20.81130219,46.08552246,-27.23615112,11.78807526,45.48564758,29.13243408,4.105327988,29.56153564,-20.70601349,11.87380981,46.92462769,32.92911987,46.25984802,-27.00110779,28.81341248,29.60502625
Y LM_L_oc,-107.3127075,-26.35234985,-24.95798035,-14.24075165,-112.1551392,-14.68158264,-13.33956146,-110.4107544,-107.2081909,-23.83571625,-26.51131592,-52.53710938,-112.1013794,-110.2525391,-24.99928284,-14.13006744,-14.3021225,-13.12990875,-23.47476196,-52.50749512
Z LM_L_oc,19.44219208,-15.65015106,19.28798523,48.68055115,19.88667297,48.06835327,5.638371658,18.00346069,19.63366241,25.88250122,-15.61320343,51.19648743,19.49923248,17.81135406,19.31619568,48.76431274,48.21555786,5.465690231,26.19464722,50.99662781
X LM_L_mxor,29.07092896,18.46147919,9.608926392,22.64134827,0.975946617,6.914064789,-15.36365814,10.05695267,29.54403381,1.211770535,18.44888611,4.056655884,0.835594654,9.906346893,10.11519775,20.86551819,7.026019287,-14.96394043,1.500345612,4.124214172
Y LM_L_mxor,-66.35791016,-60.50888672,-13.49810638,-59.08025513,-67.19512939,1.447529125,-51.44241333,-66.43480225,-66.50979614,-13.46333466,-60.13012085,-13.81334076,-67.34985352,-66.85561523,-13.26646881,-58.46660156,1.570809937,-51.31958008,-14.06803436,-14.37881012
Z LM_L_mxor,-0.850605774,-2.362319374,37.2099823,42.49335327,26.73337708,23.84447327,-0.745885229,40.40673218,-0.780703688,-9.836024475,-2.371221352,35.24853516,26.81375122,40.26148682,37.27915955,40.52597656,23.97547607,-0.67359252,-9.728495789,34.78646545
X LM_L_mxdp,34.53777466,17.17008972,7.704293823,25.53831787,-5.196569443,5.631847763,-19.41667175,7.050209808,34.87288818,0.684551191,17.16049805,3.336494446,-5.389517975,7.057025146,7.353834534,25.72347412,5.504527283,-19.04769135,0.653652382,3.356284714
Y LM_L_mxdp,-63.40065918,-62.77236328,-16.62678375,-60.88094482,-63.02097168,-4.559495544,-53.61912842,-63.62231445,-62.61898804,-7.925743866,-62.62243042,-16.4118576,-62.89775391,-63.68668213,-16.39077148,-60.99309692,-4.494228363,-53.74078979,-8.051320648,-16.61960754
Z LM_L_mxdp,-0.140733349,-6.450688934,33.25615845,45.50667419,27.31083679,20.85084686,-0.220568562,34.14681702,0.348209071,-8.280093384,-6.660713959,29.38940735,27.16412048,34.25214233,33.24337769,45.37666931,20.65085144,-0.251776648,-8.499484253,29.39757385
X LM_L_mpf,32.24819031,12.09886551,-4.372998047,31.64423218,-4.787620926,-0.197230303,-19.34180603,12.47540207,32.09680176,-12.27754593,12.03669662,5.606282425,-4.648936462,12.73360443,-4.49630394,31.03921814,0.279815698,-19.19515991,-12.08695908,5.924992371
Y LM_L_mpf,-47.31438904,-73.91382446,-10.12621231,-72.42803345,-48.90144043,-2.765636635,-65.83530273,-47.70883179,-47.17260742,-3.542455673,-73.51498413,-6.176800156,-49.15487671,-47.6212616,-10.08461304,-73.29644775,-2.735998344,-66.07418213,-3.888259888,-6.266359711
Z LM_L_mpf,4.774906158,-4.169311523,30.72637024,39.92403564,20.07968903,6.359004211,7.441569519,31.18616028,4.650701141,-10.66602859,-4.480550385,18.41841278,19.83429108,31.42977905,30.6335083,40.29034729,7.150920868,7.376878357,-11.51722717,18.71254425
X LM_L_mf,34.41318054,16.50101776,-4.301977921,28.01576538,-4.549679184,-3.191325569,-19.63818054,6.791313934,34.68736877,-8.669395447,16.42888031,-0.159133422,-4.706150055,7.059700775,-3.591904449,28.27834167,-2.966078377,-19.80105438,-8.651532745,0.79344964
Y LM_L_mf,-48.87116394,-73.69931641,-14.03234863,-73.45916138,-47.95519409,-4.287248993,-67.32283325,-48.24926147,-49.37027588,-2.677376747,-73.84210205,-7.816385651,-48.77719727,-48.01858215,-13.69734039,-73.83086548,-4.313772583,-67.53433838,-1.611540222,-7.881613159
Z LM_L_mf,-0.266657472,-6.093886185,34.22293396,43.72652588,27.58553162,12.08073502,2.646414185,33.93977051,-0.593227053,-16.15242004,-5.751742172,20.88878632,28.01714783,33.63051147,33.90858765,43.55238037,12.35648727,2.974310303,-16.58524933,21.50037537
X LM_L_kdp3,43.86997986,11.97865067,18.98327484,31.74494324,-16.87437286,19.33126678,-26.81928711,6.574539185,44.07512512,11.11200638,12.05804672,11.91664658,-16.38724976,5.608797836,18.86111908,31.96274414,19.43436584,-26.8422821,11.2032608,12.40031662
Y LM_L_kdp3,-76.33373413,-51.91778564,-21.96836548,-47.37916565,-77.05331421,-12.07782288,-41.06364136,-78.35394897,-76.41463623,-9.155136871,-52.0046936,-32.59642639,-77.04943237,-77.89512329,-21.58252106,-46.91745605,-11.98906708,-41.12846375,-9.113105774,-32.06302185
Z LM_L_kdp3,8.419172668,-13.18427277,26.15179138,50.18237,27.90342102,29.18822632,2.271603012,25.36278076,8.009728241,4.775466156,-13.24437256,31.1516571,27.12880859,27.10470886,25.97701111,49.84642029,28.88370667,2.705257797,4.810350418,30.96187439
X LM_L_kdp2,38.00427246,16.18170929,8.729732513,27.87773743,-10.63545914,6.463964081,-23.64405518,6.570883942,38.12112427,2.873061943,16.34844971,3.524146652,-10.71366348,5.115070343,8.720064545,27.67650757,6.360858536,-22.74452209,3.096175575,4.420216751
Y LM_L_kdp2,-63.83716431,-61.48961182,-18.77693634,-59.26760864,-64.64859009,-8.31811142,-52.97115479,-64.35936279,-63.77158813,-6.29294548,-61.59978638,-21.85438385,-64.65543213,-64.46135254,-18.92105255,-59.36668701,-8.13314209,-52.95143433,-6.183459854,-20.93900452
Z LM_L_kdp2,2.198030853,-10.66082001,32.49616089,48.04769592,29.63994446,24.2712265,-0.696637106,32.11496582,1.776563644,-7.659734344,-10.83167953,25.71474304,30.13368835,31.97478333,32.57981567,48.94096985,23.97502289,0.387366199,-7.676590729,25.70586243
X LM_L_kdp1,35.14488831,13.07412262,8.431943512,29.15337219,-9.244624329,7.89588089,-21.10651855,11.43316116,35.08036194,-1.448145771,12.91811066,8.143166351,-9.426979065,11.38378677,8.555513,28.98665771,8.269554138,-20.99276428,-1.526775074,7.781782532
Y LM_L_kdp1,-62.5833374,-62.24544067,-14.42493286,-59.65268555,-64.21858521,-4.995664215,-52.37756958,-63.6043457,-62.61948242,-8.452470398,-62.29324951,-16.76985779,-64.40705566,-63.90507813,-14.55740356,-59.92016602,-4.987932968,-52.45175171,-8.359939575,-16.46688232
Z LM_L_kdp1,5.191390228,-6.882398987,29.73691711,43.61683044,24.38006287,19.35783386,4.527735901,30.65115356,5.346684647,-4.500997925,-6.725891876,28.46826172,24.16728668,30.62868652,29.97147827,43.80271301,18.45142212,4.549689484,-4.567241287,28.1139801
X LM_L_ju,32.75848389,22.76843109,18.38328094,17.53955536,-1.972540283,9.704924774,-16.31220703,3.360116577,32.76889038,14.64593506,22.7570755,1.061523819,-2.00853672,3.387549591,18.6763855,17.46357574,9.911933136,-16.3105835,14.56582794,1.113106918
Y LM_L_ju,-79.22573242,-49.91278381,-20.37433319,-48.54727173,-77.40267944,0.173558223,-42.96729431,-77.13882446,-79.50223999,-17.17110138,-50.05747681,-24.00954895,-77.07627563,-77.07889404,-20.35665131,-48.54049072,0.300613284,-43.05713806,-17.13231354,-24.0075058
Z LM_L_ju,-4.477151108,-6.51284256,40.36815796,47.88847961,34.57352905,36.72481689,-7.016314697,40.47940674,-4.439238739,-8.207205963,-6.482600403,43.62154236,34.29399719,40.45747986,40.38648071,47.95218506,36.8228363,-7.046749115,-8.27642746,43.71023865
X LM_L_inmf,36.24159241,18.26007843,-3.309883881,26.87572632,-5.091684723,-4.6117836,-20.93680115,4.80368576,36.06552124,-4.305981445,18.37642975,-2.93795948,-5.253561783,4.717885971,-3.406074905,26.88527832,-4.102055359,-20.78475494,-4.413547516,-2.944764328
Y LM_L_inmf,-51.26746216,-72.07669067,-16.82953033,-72.16854248,-52.02809448,-5.679156113,-64.6956665,-51.30637817,-51.21689453,-1.475094509,-71.8515686,-11.32716141,-52.03270264,-51.23123779,-16.76479797,-72.06904297,-5.812532425,-65.08515625,-1.744846153,-11.32392807
Z LM_L_inmf,-2.65703392,-7.407440948,35.58432617,46.70535889,29.99406433,14.97348022,-1.376326275,34.6124115,-2.806118774,-16.24689026,-7.384732056,22.97414398,29.88459778,34.22840576,35.56678467,46.72968445,15.27955322,-1.400865555,-16.4428833,23.05323181
X LM_L_fror,25.56495972,19.97908478,19.4572937,16.56530151,4.238778305,14.32702026,-9.985762787,12.14341202,25.77455444,7.822592926,20.01726227,6.77950058,4.237750626,12.17200089,19.48251953,16.71132355,14.24538116,-10.00691452,7.62574234,6.77497406
Y LM_L_fror,-78.84689331,-51.18742676,-12.87171326,-48.69397583,-77.99940186,6.295281982,-43.26601563,-77.43510132,-78.71032104,-22.72153931,-51.10421448,-18.56267395,-77.6015686,-77.34072266,-12.99769745,-48.65321045,6.091864395,-43.36248779,-22.74726868,-18.45062714
Z LM_L_fror,-0.52567277,0.451409006,40.29514465,39.31329346,26.50731812,33.21047668,-3.084939194,43.6552887,-0.434148407,-6.96476059,0.442105436,46.52053223,26.36836243,43.7079895,40.19316101,39.60023193,32.93614807,-3.035834885,-7.020433044,46.59448853
X LM_L_dsf,29.67055969,16.99207764,5.430287933,23.97591705,0.786851883,3.964308929,-14.73692169,10.80402145,29.19751892,-5.186413193,17.20384979,3.388222885,0.24418714,10.8398819,5.056576157,23.63562164,3.922976685,-14.8979187,-5.169921875,3.313137817
Y LM_L_dsf,-58.92774048,-66.59736328,-11.79259109,-65.57530518,-57.16157837,0.712883282,-59.13135376,-59.2743042,-59.1619812,-10.52051392,-66.30441284,-9.561766052,-57.24715576,-59.21900635,-11.75371704,-65.30354004,0.565826321,-59.01260376,-10.17142868,-9.331192017
Z LM_L_dsf,0.054769558,-1.814329147,35.45333862,40.05491028,25.13795319,17.93596649,1.919498062,38.39156799,-0.044897303,-12.21420746,-2.236633682,28.88911133,25.58506775,38.37747192,35.41874084,39.90555725,18.23138885,1.725688934,-12.35475922,29.94030762
X LM_L_cp,50.72320251,9.722845459,39.49187927,31.51145935,-22.70618591,36.87412415,-30.07279358,3.535702515,50.58098755,30.57898254,9.663453674,19.44413452,-22.72957001,3.572272491,39.35180359,32.16409607,36.33041992,-30.09199219,29.31734009,20.59862213
Y LM_L_cp,-99.98909302,-32.02459106,-30.67638855,-21.66655579,-104.0024292,-18.65093536,-19.26151886,-104.3170166,-99.82602539,-16.16650543,-31.9423645,-53.00924072,-104.0754761,-104.2603638,-30.59145813,-22.04782867,-18.56880341,-19.27131805,-15.93442688,-52.14646606
Z LM_L_cp,12.44302597,-19.58863373,22.30090637,55.19890747,27.43948364,47.79710388,0.006856634,18.53822632,12.9029007,19.46697845,-19.56403809,45.86064148,27.55031433,18.4980072,22.04170837,54.66010742,48.9591217,0.085677946,20.26855469,44.84678345
X LM_C_vooc,39.32342834,3.408016586,29.32131042,36.17293396,-16.55688934,34.56915894,-23.76488342,17.60608368,39.08161316,12.05902557,3.475759506,26.52914734,-16.60093384,17.66371918,28.88450317,36.2097168,34.57792358,-23.87804718,11.95981064,26.18429871
Y LM_C_vooc,-86.48372803,-41.88973083,-17.0062912,-33.52914734,-92.07797241,-11.32284241,-28.5325531,-93.19054565,-86.64143677,-17.29264069,-41.83808899,-35.51052856,-92.02454224,-93.30325317,-16.79677887,-33.55301514,-11.3236145,-28.5116394,-17.63286743,-35.60495911
Z LM_C_vooc,19.35493469,-10.11870728,19.54537659,42.2096405,14.58648834,31.03962708,10.84102249,17.5909317,19.10970154,18.26898804,-10.14956741,39.42780762,14.50860748,17.58259277,19.71797638,42.13972473,31.01618958,10.60689011,18.16752319,39.44638367
X LM_C_vo,26.6117981,9.905596924,-11.65711746,32.07657776,-0.112107313,-6.41472168,-15.02072601,18.42116089,26.84006958,-23.594841,10.45845642,4.161180115,-0.388468218,18.18269958,-12.01182556,32.34525452,-6.773435211,-14.84431305,-23.80389557,3.905708694
Y LM_C_vo,-38.64255066,-81.45494995,-3.58745575,-81.8593811,-38.38988037,1.141003132,-75.50447388,-36.98646545,-37.78248901,-2.786925316,-81.60403442,3.702170944,-37.51660767,-36.57628174,-3.630624008,-82.35352783,1.086179829,-75.47125244,-2.574978828,4.154566193
Z LM_C_vo,6.668465424,0.96143837,31.06965027,33.97502441,16.33642731,-5.21157074,11.26266632,34.70104675,6.677364349,-17.70953979,0.529687214,15.7433197,16.20929108,34.62812805,31.00804749,33.91825562,-5.79386673,11.42071228,-17.94656982,14.84392548
X LM_C_vevomx,31.38851318,7.511297607,-19.39615326,38.7826416,-4.782241821,-11.3858284,-19.53809662,16.69760742,31.45534668,-27.16763306,7.526295471,3.19718132,-4.816669464,16.84681244,-19.14746552,38.637677,-11.43936768,-19.61934357,-26.90570374,3.181574821
