Name,O_ana_QVM_M1987x1x101,O_ana_QVM_M1986x1x47,O_ana_QVM_M1968x1x36,O_ana_MV_C29881,O_ana_MV_C29879,O_ana_MV_C29873,O_ana_MV_C29872,O_ana_MV_C29771,O_ana_QVM_M1987x1x108,O_ana_MV_C29680,O_ana_MV_C29678,O_ana_MV_C28827,O_ana_MV_C28818,O_ana_MV_C24057,O_ana_MV_C17256,O_ana_MV_C17040,O_ana_MV_C17031,O_ana_MV_C17028,O_ana_MV_C16999,O_ana_MV_C16998,O_ana_MV_C16997,O_ana_MV_C16989,O_ana_MV_C7238,O_ana_MV_C2935,O_ana_MV_C2502,O_ana_MV_C2414,O_ana_MV_C2413,O_ana_QVM_M1986x1x38,O_ana_MV_C1435,O_ana_MV_C24058,O_ana_QVM_M1988x1x34,O_ana_ANWC_M3707,O_ana_ANWC_M18044,O_ana_ANWC_M3704,O_ana_ANWC_M3700,O_ana_ANWC_M3699,O_ana_ANWC_M3696,O_ana_ANWC_M3730,O_ana_ANWC_M1274,O_ana_QM_JM6919,O_ana_ANWC_M3560,O_ana_QM_JM18104,O_ana_QM_JM20596,O_ana_QM_JM19983,O_ana_QVM_M1964x1x246,O_ana_MV_C17000,O_ana_MV_C7239,O_ana_ANWC_M15484,O_ana_QVM_M1987x1x98,O_ana_ANWC_M18089,O_ana_SAM_M1629,O_ana_SAM_M6298,O_ana_SAM_M14097,O_ana_QVM_M1965x1x164,O_ana_MV_C11286,O_ana_QVM_M1993x1x223,O_ana_MV_C29877,O_ana_AM_M11237,O_ana_SAM_M9678,O_ana_MV_C17253,O_ana_QVM_M1963x1x245,O_ana_ANWC_M3703,O_ana_AM_M8625,O_ana_QM_JM8106,O_ana_MV_C2459,O_ana_AM_M8258,O_ana_QM_J20672_ERR,O_ana_QVM_M1988x1x141_ERR,O_ana_QVM_M1987x1x105_ERR,O_ana_QM_JM1086_ERR,O_ana_MV_C29796_ERR,O_ana_ANWC_M3708_ERR,O_ana_MV_C2459_ERR,O_ana_ANWC_M1279_ERR,O_ana_AM_M8258_ERR,O_ana_SAM_M6043_ERR,O_ana_QVM_M1987x1x105,O_ana_ANWC_M3708,O_ana_QM_J20672,O_ana_QVM_M1988x1x141,O_ana_QM_JM1086,O_ana_MV_C29796,O_ana_ANWC_M1279,O_ana_SAM_M6043
Z LM_R_mf,16.20184021,-5.342576218,24.27377167,-13.96844177,-4.128487396,-1.052670193,-0.975930309,32.38273926,-9.516845703,4.477957916,31.1604187,20.55956421,15.24278564,43.92450867,18.07314453,13.56970673,17.12456512,20.29532013,14.86320496,27.64328308,-39.21477051,-14.09672699,5.320220566,25.68054199,9.710177612,27.25297852,14.17171021,16.76842957,35.84000854,11.46954269,0.386435246,28.71638794,51.12000122,30.33202209,25.30910645,37.18755798,32.14249573,31.32389832,46.07116699,4.138505554,30.09340515,28.0028595,19.07766113,14.04925079,-0.82610817,33.74452515,3.376499176,-15.92992554,9.671186066,-1.322302341,16.09727325,16.19542084,18.76695709,5.173234177,13.45700073,-3.686241913,14.75747375,6.350093842,16.46187134,23.5858017,-2.521492195,29.99859619,26.04795532,15.31762848,17.76291656,5.099029541,25.79466858,26.414328,5.132646179,-2.514253616,18.38766022,30.25662842,17.81422882,-5.03886795,4.518588638,21.27658539,5.242916489,30.17217407,25.85632629,26.80681763,-2.627428246,18.15930939,-4.898732376,21.15060577
X LM_R_kdp3,56.20794067,1.360335159,28.0672821,28.93457336,-7.112258911,-12.48032684,-19.74109955,17.80946655,29.018573,9.386980438,11.5597023,24.62007599,38.94768066,9.146624756,45.33416748,26.65031128,50.232724,-8.17150116,42.2003479,10.2193718,11.20234222,48.52990723,45.19450378,-5.596940994,-8.199678802,14.15818939,28.54520874,40.13300476,15.04286957,-11.53366547,-13.98520966,28.98247375,0.298650694,23.2927948,16.75093231,0.927729893,25.30936127,26.25509338,6.236684418,17.37799377,27.86257019,27.40811157,10.61679916,6.506996155,38.49033813,15.83530273,-10.494487,9.051728058,18.54754639,1.116307259,28.939151,27.51611328,27.3691925,-8.152191162,12.14690094,26.62062683,44.38354797,1.113637257,23.80286255,30.10757141,36.47252808,22.36286011,0.998728561,11.80719986,31.56286011,-2.116129112,21.28786316,40.69225769,-11.63964386,31.59468079,-18.12515106,26.90690918,31.74053345,-3.630668259,-2.293206406,30.56204529,-11.78588028,26.73007507,21.20157471,40.68911438,31.86046143,-18.20958557,-3.64093399,30.59768372
Y LM_R_kdp3,-47.31739197,-77.8340271,-50.79641724,-42.97469177,-77.27296753,-53.26412354,-48.92547607,-51.23587036,-45.53096008,-85.71779785,-78.33713989,-82.99541016,-66.98672485,-42.52632446,-78.17249146,-80.36801147,-81.31776733,-45.56517944,-82.79609375,-42.91898804,-82.19088745,-42.20344543,-58.47350464,-53.48779907,-49.10235901,-74.47823486,-76.63706055,-43.94812622,-60.19821777,-51.64151001,-75.27400513,-77.73035889,-28.47769165,-78.19301147,-40.67112427,-30.50083618,-78.85892334,-83.85942993,-10.73634109,-10.12504501,-81.52753296,-10.69368668,4.045349503,-25.46276703,-82.52633667,-53.51757813,-46.66803284,-23.42658844,-77.22329102,-18.96204071,-22.98777618,-27.08295898,-24.92754364,-79.18565063,-83.17983398,-59.03968506,-82.55875244,-53.70773926,-18.47499084,-82.14282837,-74.57454224,-81.18735962,-74.49793701,-18.90052032,-74.27171021,-51.83594971,-6.743768311,-44.47926941,-78.00784302,-5.428107834,-39.01992188,-77.84807739,-74.12927246,-18.83060913,-51.71030884,-21.53251648,-78.3357605,-77.54832764,-6.711210632,-44.48630066,-5.653613281,-39.01471863,-18.87266998,-21.59311066
Z LM_R_kdp3,21.60523071,-10.60380554,33.94876709,-25.45297546,-9.824007416,3.417130661,-2.477271271,42.70856628,-16.61669312,16.26138763,35.56147766,32.79572144,17.37846222,51.09107971,17.65336304,24.21354065,15.24859161,21.89938354,14.09210205,35.66503601,-47.44894409,-9.711132813,11.26452484,27.98925171,10.59767227,37.69673767,24.47279816,14.08304138,45.25809021,16.21013641,-2.259048653,19.63439178,70.13388672,24.66196289,36.12236328,58.60259399,24.54356537,24.4794281,35.18389893,15.4440506,21.22598572,18.33193207,7.204398346,33.00615845,-3.74172554,43.73572693,3.380971909,-8.584494019,-2.621723938,16.22160339,29.23869019,33.8178009,32.09908752,1.811183167,28.03174744,-13.21607513,16.43373108,2.259612274,30.57324524,29.43287964,-9.621369934,22.18072357,35.43499451,30.72208252,26.31131592,-2.451415825,17.82065735,31.25910339,2.988851738,17.05030518,20.40011749,21.78230896,25.6814209,15.16255341,-2.408381271,30.44828491,2.265995216,21.91536102,17.9393631,31.28887939,17.10863037,20.33131714,15.38521271,30.55662842
X LM_R_kdp2,52.29224854,6.464351654,28.0555542,25.0425415,-1.439814186,-8.613933563,-16.80471497,19.91403198,22.98373413,6.043878937,10.7066124,19.71809845,35.92194214,11.23888474,39.34640503,20.49977112,44.39884644,-3.558988953,37.10623169,13.65679932,11.47294006,44.68914795,42.67984009,0.459473133,-1.829789543,16.11435699,23.34623108,34.86980896,18.22550812,-7.406212616,-8.170624542,31.30908813,-8.328940582,26.73031921,12.80469971,-9.115136719,27.72038574,27.00942688,-3.613067245,9.187376404,28.31554871,15.92690887,2.485163879,-1.086555099,34.96509399,17.8506897,-5.342212677,2.22465744,19.91947327,-7.933855438,25.58016052,20.04217224,22.33670959,-1.548260689,8.904051208,23.20907898,40.04738159,5.105681229,19.34844513,23.16452637,32.98916321,25.06280823,2.475442505,2.079513931,24.53933868,-1.824625015,11.57448578,38.36627197,-5.132949448,23.37672577,-12.56235504,28.58363342,25.03973083,-15.03557434,-1.578220558,26.28870239,-5.156474686,31.18856506,11.31761093,38.44131165,23.28661957,-12.37861862,-14.48173676,25.77471313
Y LM_R_kdp2,-58.10527954,-65.13581543,-62.21573486,-53.43998413,-65.13338623,-62.8986145,-60.3597229,-62.4190979,-58.22033081,-76.52890015,-64.15305176,-74.31233521,-56.3180542,-52.07456665,-66.69318237,-66.99891357,-67.42521973,-58.15164795,-71.04902954,-54.9776001,-68.63096313,-54.25213013,-69.61981812,-62.56119385,-59.66846313,-59.54849243,-62.44473877,-57.67370605,-69.63353271,-61.62943115,-64.79015503,-65.58501587,-27.84325867,-65.55568237,-30.18016357,-30.86386414,-67.00249634,-73.69838867,-7.579727173,-1.141103935,-71.42924805,-4.140652084,6.694544983,-19.67044373,-69.53109131,-62.34609375,-55.43764648,-13.03523712,-66.58890991,-18.60535736,-12.42127686,-16.86648865,-11.34510117,-66.46797485,-74.11192017,-67.83000488,-72.03723145,-62.94256592,-6.817521667,-70.24591064,-62.17200928,-69.47741089,-63.13592529,-14.3456604,-61.36742554,-60.81531982,0.264698577,-56.11772461,-65.84442749,2.09378891,-49.57970581,-64.16560059,-61.45795898,-17.97955475,-60.90263062,-7.648018646,-65.76737061,-64.19571533,0.325927496,-56.1878479,2.073875618,-49.43224182,-17.49529724,-7.677198029
Z LM_R_kdp2,16.44816589,-6.834436798,27.59688721,-20.52147522,-7.642710876,2.137023926,0.268116474,37.18025208,-13.94085846,10.64466171,31.69651489,28.02801514,19.32793884,47.85932312,19.43585358,17.25441895,18.61642914,22.50265503,16.09426727,29.57044373,-42.6361969,-14.54828033,6.678622437,27.56074524,11.83058167,28.79637146,17.6434906,15.28770294,39.18216553,15.00455627,-3.101922607,26.26164246,60.38135986,29.63839417,31.22460938,48.46175537,29.22575378,28.51914978,42.1121582,11.34706039,26.18461609,24.54310303,13.19429321,24.59636993,-1.033066368,38.99555359,5.292165756,-11.33897018,4.35942421,8.251809692,25.56862946,26.71514282,27.89905701,3.488772964,21.47148743,-8.208945465,17.42765808,6.997350311,24.41707458,29.715979,-3.542443466,28.24039612,29.33297424,23.76544342,22.54454651,3.17155838,22.10017548,25.50185852,2.420523643,6.860268402,22.65266571,28.690271,22.49488831,5.850691605,3.224763107,26.69510498,2.758499146,27.62772827,22.06346741,25.25744476,6.785016632,23.07014923,5.184527588,26.6027771
X LM_R_kdp1,49.36323242,2.421318436,22.69167328,29.28768311,-4.45868454,-9.873274231,-14.76475067,14.78773193,26.98813477,10.88583984,15.77649384,23.14557495,34.5946991,7.921456909,38.48717041,26.06731567,44.00996094,-7.268704224,36.08985596,8.95879364,6.836567688,41.32530518,38.44237366,-1.913278961,-2.396850777,21.03754883,28.33427734,37.28783875,13.64463806,-9.432830811,-9.469239807,25.69777527,-5.100839233,19.90940704,8.287627411,-6.902301025,22.30102692,22.22389221,-4.825331497,6.27187233,24.08167572,14.18912811,1.647852135,2.669936752,31.6403717,14.27710571,-2.711036682,-1.70633831,14.39423676,-5.244708633,21.46093445,15.67819519,18.67970276,-2.872185707,12.74784012,25.79679565,33.16095276,7.383239746,14.03596802,26.50567627,29.61384583,19.30530243,7.1158638,4.476066971,27.4763855,3.038059425,10.02021713,35.67331238,-5.792504883,19.4708847,-15.20122986,23.75688019,27.42874756,-10.79797821,3.183861923,20.92463989,-5.933779907,23.48743439,10.14393692,35.65138855,19.19169617,-14.98842163,-10.9519249,20.7063797
Y LM_R_kdp1,-57.89970703,-63.32680054,-62.8510376,-53.99700928,-64.12512817,-62.97213745,-61.08718872,-62.54037476,-58.88085327,-75.6574585,-63.80100098,-74.46907959,-56.36273804,-52.90195923,-66.34123535,-65.4696228,-66.6423584,-59.52911987,-69.74161987,-56.0996521,-67.96793823,-54.12781372,-69.51584473,-64.35559082,-59.85976563,-59.45332031,-62.10097656,-58.57407227,-70.82559814,-63.50357666,-63.21151123,-63.49879761,-25.50109253,-62.88022461,-30.35243835,-28.66318054,-65.67306519,-73.01384277,-13.24264832,-4.21115303,-70.56820068,-7.471880341,3.378211975,-19.11664124,-69.93983765,-64.09567261,-56.4828186,-14.60825806,-66.25500488,-16.0019989,-13.47702332,-19.11682587,-12.77474823,-65.7762146,-73.89193726,-68.49434814,-70.45499878,-64.85703125,-9.273728943,-68.49289551,-61.06348267,-68.83233643,-63.15203247,-10.73344269,-60.7197937,-61.45251465,-3.924594879,-57.21914673,-65.06428223,0.628460646,-51.5588501,-63.72373047,-60.63927002,-15.05227966,-61.60773926,-10.02987747,-65.09906616,-63.27816162,-3.835447693,-57.28811646,1.088903713,-51.67824707,-14.42071838,-10.19322281
Z LM_R_kdp1,20.76511993,-4.214008331,28.57254944,-18.2504776,-2.691483688,-1.734281158,-4.828313446,36.20678711,-8.590663147,9.115451813,32.18325806,24.67167511,13.63326721,46.54660034,14.95953674,14.06633911,12.51090469,16.31846313,11.43367767,28.68870239,-42.10588684,-9.756264496,9.510066986,24.17578125,7.349042511,29.46148987,14.84445496,19.11298828,39.04157104,11.0007782,2.75738163,26.81461792,58.33924561,29.72518616,33.29887695,45.19806213,29.74675903,28.33512573,42.3401947,10.64948807,26.00509338,27.19695129,16.82642975,21.21012726,-4.735001755,38.60667419,-0.037108386,-9.651110077,4.051160431,5.46117897,23.35337372,27.17870483,27.07319336,7.238851166,19.54700775,-6.362193298,0.452232695,3.634236526,23.34766846,22.4811264,-5.171437836,28.23774414,31.1729126,20.13503113,17.19042511,0.537399578,24.46755829,30.46461182,8.00891571,9.638014984,16.60694275,28.71095276,17.15425262,2.591629791,0.56890974,27.05887756,8.123114777,28.71786194,24.41036835,30.48132019,8.890000153,16.62475128,2.345791054,27.025
X LM_R_ju,45.76147461,13.7757843,27.12230835,18.22054749,7.666447449,-0.2689749,-6.70243988,22.08191986,14.50350342,4.263903427,6.674092865,13.50149231,23.69123077,16.51765594,26.68397522,14.28743591,34.54556885,6.489852142,30.20682678,16.16349182,15.67492065,35.40232849,40.06992188,5.7039711,4.334131622,10.87368774,14.45415344,27.23959045,18.54554596,1.171806526,4.100201416,36.0866272,-4.379711914,30.06255493,23.96084747,-2.399154472,29.98340759,28.01956177,6.65051651,13.93090973,32.18045349,28.262323,13.79279633,-3.085112572,27.14542847,21.10476532,0.805336094,12.07975845,22.65465851,-2.147434616,25.64745178,26.24362488,24.67535706,6.384241867,4.501844025,18.04445801,32.42750854,6.592649078,19.28102722,15.00885162,29.13669739,27.52692871,7.705659485,5.088493729,16.08475647,0.944662571,22.64193726,29.93607483,5.011451721,31.79174805,-3.465219498,34.25737,15.98252869,-8.074639893,1.009739685,29.85158997,5.107585526,34.44721375,22.60702362,29.82839966,31.66719055,-3.405818939,-8.044126892,29.59491577
Y LM_R_ju,-46.30596924,-76.13777466,-50.39708557,-39.27911987,-76.45283813,-52.72207642,-48.75896912,-50.94987488,-46.03818665,-87.60280151,-75.85869141,-85.84243774,-67.97543335,-43.46416016,-81.25269775,-82.97542725,-80.53272705,-50.39460449,-83.10914917,-44.97158203,-81.52078857,-39.99578857,-58.32049561,-53.13984985,-48.47931824,-73.43478394,-76.54348145,-46.76618652,-58.4602478,-51.65963745,-77.02522583,-77.28716431,-40.47462769,-78.16017456,-25.45431671,-44.35980835,-78.39880371,-84.25603027,-6.186006927,-1.800945282,-81.98232422,1.501968956,11.8014801,-32.14271545,-82.09500732,-51.95723267,-45.75940857,-11.83125992,-79.96329956,-30.33774109,-11.54627075,-12.38366699,-11.56369324,-79.50886841,-86.17770386,-55.41794434,-84.38595581,-52.52072754,-6.70711441,-81.92371216,-76.50911255,-80.92388916,-76.58021851,-27.87640381,-77.17741089,-49.47381592,4.647883987,-45.16094666,-78.49196167,12.2299118,-39.7364502,-77.63583374,-76.78900757,-32.12420654,-49.54627686,-8.515673065,-78.737323,-77.85150146,4.653035736,-45.28470764,12.25467072,-39.81852112,-32.14256897,-8.337651062
Z LM_R_ju,10.24619141,-3.612099075,18.71066742,-14.54753876,-5.963594055,1.767771149,3.427999496,28.43278198,-9.546126556,5.244559097,21.21876526,25.33334198,21.86514893,41.05492554,20.48051605,12.17060623,22.70589905,18.91647034,21.48254089,19.35026855,-30.77858582,-20.2956955,-2.501634216,26.23720398,13.84740295,20.68379822,12.05569611,14.09107056,33.90417175,13.03680267,-2.575252342,36.3296051,64.63897095,36.88119812,43.29558105,51.82043457,40.04577637,37.54763489,47.5663208,22.71938477,37.05874939,27.89696045,15.87354126,27.74958496,8.55756073,32.46346741,7.74769516,-4.59043808,12.89337921,10.32053146,41.14699402,42.66951904,43.64801331,1.865291977,17.61071777,-5.151490784,22.49252472,10.73782501,42.95576782,26.497052,3.113568306,35.87389526,20.51287384,22.4021698,22.35476532,9.829745483,26.8313324,20.76640167,1.760688972,15.85097198,18.02987518,35.19441833,21.95547638,8.320557404,9.800717926,44.50553894,1.580842876,35.10489502,26.83011475,20.9053894,15.79168396,17.89654694,8.342558289,44.43572998
X LM_R_inmf,47.61959229,7.723473358,26.49930725,22.28927612,0.845653439,-4.192842102,-12.17701111,21.47089233,18.9569397,5.898661041,8.293419647,14.64900055,32.45268555,12.91314697,34.07325745,16.65758667,42.65274353,-5.556332016,35.41555176,16.93711395,13.21353912,43.69143372,39.32572021,2.955910492,0.368143988,18.67346344,22.32641602,34.65587158,18.94071198,-3.247995758,-3.216736221,33.75078735,-15.83972015,28.02360229,6.709862518,-18.93600769,29.39025879,26.60299988,-15.39085083,3.794689941,29.34571838,5.210784912,-7.253395081,-6.918571472,30.92739563,18.68750305,-0.053234839,-5.849825287,19.51761627,-15.77669525,22.62401428,13.8166214,20.18182983,1.129721069,6.705789948,20.51841278,35.44620972,7.340351868,16.19270477,20.86617737,29.73184204,25.44830017,6.264989853,-6.355957413,20.89742279,0.671385574,0.469542074,36.72373962,0.138296008,14.99787598,-9.310423279,31.45531006,20.95605164,-23.85375061,0.628033638,21.48935242,0.692350817,31.53072205,0.503773737,36.72438354,14.68106537,-9.329318237,-24.05075531,21.43049774
Y LM_R_inmf,-70.03842163,-50.46960144,-74.65859375,-65.81122437,-52.43963013,-73.60710449,-73.15864258,-72.53852539,-69.45739136,-64.30700684,-50.31524353,-65.47817993,-44.36358337,-63.34425049,-54.79802246,-52.21297607,-53.13751831,-73.09865723,-58.5868042,-68.05806885,-55.5762207,-68.15187378,-81.48748779,-75.02892456,-71.94472046,-47.34956665,-48.30811157,-70.48579102,-81.23475952,-74.86152954,-51.17224121,-52.04102173,-24.35357513,-49.77771301,-20.11734009,-27.96841431,-53.66383667,-62.38319092,-7.508043671,6.779020691,-59.44500732,-0.470758295,9.445915222,-13.40830841,-55.90425415,-73.38267822,-68.98894653,-5.896754456,-54.23103027,-14.80172577,-2.357187271,-9.639935303,0.515291357,-53.21237183,-63.03380127,-79.09063721,-61.16868286,-74.2336731,4.860449982,-57.50462646,-49.37072754,-57.50014648,-51.77342529,-9.316286469,-49.09055786,-71.42471924,4.007352066,-69.11907349,-52.69696655,4.736078262,-61.50731812,-51.35419312,-48.89388123,-14.62225342,-71.47542725,2.27084446,-52.94673462,-51.53950806,3.866199493,-69.2762085,5.137171173,-61.78135376,-14.32147217,2.350906181
Z LM_R_inmf,14.61782684,-6.662876892,23.72693329,-14.40402985,-6.142324829,0.81497736,1.725250626,32.37649841,-11.25209198,4.892154694,30.55546265,22.88885651,18.73591003,44.79107666,20.78874664,15.14426117,21.38283386,22.81932526,17.50234528,26.64020081,-38.65450134,-17.42265015,3.773912811,27.08179016,12.30908661,27.42902222,15.14400482,14.67611084,35.48104248,13.1301712,-1.952331734,28.71976624,53.22827759,29.52286682,24.51703491,40.45820007,32.07989502,31.99129028,46.20058289,6.8171875,30.36000366,26.09850464,17.99980164,16.77060852,2.058332443,33.33709717,5.773884964,-17.30378265,9.27693634,1.23756218,19.79259338,17.86660004,22.18030396,3.160793304,15.20352173,-4.627853394,17.17228394,7.652267456,19.31931458,26.2480072,-0.542692375,29.81942139,24.30874786,16.60416718,20.0938736,6.129681396,24.02589417,23.3438858,3.055390739,-2.526259041,20.85020294,29.32088928,20.10905151,-1.791944695,6.021500397,23.37901764,3.091729164,29.49238281,23.84553223,23.32008362,-2.311172485,20.98310699,-1.769414139,23.37358246
X LM_R_fror,38.88065491,10.98182983,18.42433929,23.35270691,7.127455902,-0.708678532,-1.623984718,14.90532227,18.05193939,9.596572876,14.8829361,15.30791626,20.42650146,11.5626152,24.03775635,18.74758759,29.93303528,5.45962677,25.42230988,9.129141998,7.015625763,29.86253662,31.56792603,4.972536469,7.814814758,18.62686005,20.19449463,26.74536438,12.77568054,0.889740372,5.813179779,27.72723389,0.623682499,23.41058044,18.08834991,2.910712624,22.67177277,21.76299591,5.661924362,7.008207703,23.47118988,28.64915161,13.30284882,2.30546608,19.12262573,14.84161682,5.955826569,6.327469635,13.98159485,1.132541084,16.98570862,18.19712677,15.68530731,8.280937958,9.008640289,21.18839264,27.29385071,13.19665985,10.49004059,16.45127106,20.17581787,20.24561157,15.83780518,9.718976593,17.05747528,9.12530899,21.63175659,22.19087067,7.262307739,26.02808533,-3.043979073,27.5171936,17.04752045,-3.222917557,9.052024078,21.37752075,7.222502136,27.51835632,21.69667053,22.28418121,26.2816803,-3.046054077,-3.229273605,21.53326111
Y LM_R_fror,-46.76287537,-75.50142212,-51.51730347,-40.46280212,-75.5388855,-53.53218994,-51.1152771,-52.80874023,-46.22676697,-87.49564209,-74.47260132,-86.46500854,-66.13515015,-44.59515991,-79.83729248,-82.12562866,-79.11177368,-51.73429565,-81.67479248,-45.37187195,-80.06559448,-40.9223938,-59.34023438,-53.90895386,-50.62833252,-74.44798584,-77.29501953,-47.07950745,-59.44273682,-51.27213745,-75.52635498,-76.24615479,-40.12357788,-77.8567627,-22.60739288,-43.04601135,-77.32253418,-83.11791992,-12.70793686,-4.31044426,-80.67874146,-2.529001236,7.548456573,-36.62294617,-82.26997681,-52.59379883,-45.07832336,-11.12292252,-79.98390503,-29.35917358,-12.75458527,-14.28808746,-13.68881989,-78.9170105,-85.88835449,-55.84428711,-83.08094482,-53.48057251,-8.33221283,-80.83943481,-72.875177,-79.67177124,-75.97393188,-26.54851685,-76.70782471,-50.93571167,0.374967003,-46.92797546,-78.35030518,12.68248901,-41.86255798,-77.68395386,-76.95854492,-29.95608215,-50.65778198,-9.932782745,-78.18470459,-77.71159058,0.389074683,-46.96352844,12.59613113,-41.91106262,-30.45057678,-10.05398865
Z LM_R_fror,14.6984314,3.710263062,17.69369049,-7.444646454,1.939303207,-5.734769058,-2.38488884,24.491922,-1.56398077,0.441711712,17.83013916,18.78000946,13.82400818,35.3519104,12.75847168,4.941805649,15.05687103,11.09732742,15.2693634,16.92810974,-25.95922241,-13.92191467,-1.065951061,18.81438141,6.436908722,17.2902771,4.983065796,22.40871124,29.70075378,4.696220016,7.132637787,41.46990967,58.93876953,42.20998535,48.57403564,44.37821045,43.51715698,40.53819885,51.32819824,24.86745453,39.79735718,35.11343079,23.1354187,21.4688385,3.992992401,26.98616333,0.187461495,1.722237968,16.70714417,4.394564056,41.72223206,45.88638306,43.77311707,10.39708633,11.91502304,1.668306351,17.09248657,9.110209656,42.40340576,18.13594055,1.067008781,39.45597839,20.90053558,15.20802002,13.46200409,8.991590881,33.19742432,26.43570251,11.10187073,21.6105011,10.38491974,40.67765503,13.57918854,1.441724586,9.019120789,46.66704102,11.08464355,40.77564697,33.08621826,26.42202759,21.64932556,10.37523727,1.189280701,46.60611267
X LM_R_dsf,41.79996643,6.994555664,19.58760681,25.29895935,0.632193565,-3.347760391,-7.537037659,14.6734436,21.19398804,10.05268707,14.89025116,18.46615601,27.59183044,8.98504715,30.24623413,20.74077148,36.20777283,-3.385077667,29.68937988,9.528227234,6.726058197,34.08197632,31.98854675,2.526339149,4.058120346,21.99234772,24.86434937,32.25167542,13.17484741,-3.569564056,0.416990471,27.95778198,-7.612298584,21.90315704,6.570954132,-9.240711212,22.5092041,21.56861572,-10.01824493,0.435012293,23.60369873,10.17927322,-1.078926754,-0.980133629,24.42325439,12.97096405,3.247002029,-4.376128387,13.83145905,-8.484506226,16.04739532,10.72476578,14.01973877,3.75864296,10.76444473,23.0762207,30.82615662,12.04228592,9.300293732,20.7147934,22.37444611,19.09329224,12.10299759,0.483188772,19.85645142,6.094241714,6.976765442,28.73114929,3.52098465,14.39205017,-8.097512054,26.47375488,19.85715027,-14.81353607,6.252396393,15.69863434,3.626517868,26.45687256,6.946455383,29.17841492,14.43726807,-8.160593414,-15.08391418,15.9959198
Y LM_R_dsf,-64.1850769,-57.74380493,-66.03172607,-57.67185669,-58.74717407,-67.81031494,-68.60062256,-67.2005127,-64.33087158,-71.7173645,-56.54760132,-69.06594849,-50.53417969,-59.19967041,-60.34173584,-62.89663086,-60.57927246,-68.83695679,-65.5430603,-63.16711426,-62.16661377,-59.95317993,-75.28612671,-69.71386719,-66.56000366,-56.48947144,-56.65100708,-63.13065186,-76.42913208,-69.90731201,-60.17298584,-59.70179443,-27.79312134,-56.88980103,-19.73459167,-31.33045044,-60.12034302,-67.55825806,-12.98025665,2.086245346,-64.965271,-4.747005844,6.110368347,-19.19866028,-63.3805481,-68.57102661,-59.96416626,-8.463631439,-59.9027832,-18.4028717,-5.92033577,-12.11982117,-5.709109879,-60.31624756,-70.12555542,-73.74780273,-69.7668335,-67.75949707,-1.287575054,-61.55776367,-55.02601318,-63.07209473,-57.99249268,-12.47782669,-59.14230957,-65.58295288,-0.551317739,-63.20460205,-57.87477417,6.561058044,-56.53597412,-60.24788208,-59.01104126,-17.32395172,-65.63825684,-1.40988245,-59.08605347,-60.44334106,-0.526211214,-63.51565552,6.673410797,-56.82727661,-17.28194733,-1.691555214
Z LM_R_dsf,17.00101624,0.125977659,21.30009766,-9.729147339,0.303609562,-5.512931061,-4.019692993,28.51470947,-4.154043961,1.910428047,26.21859436,17.60936127,13.05975952,39.7995636,13.63396301,8.897037506,14.06122589,14.74062042,13.21772461,22.24838867,-33.21886902,-12.06133118,3.4094841,20.92378387,7.318250275,22.68036499,8.249040222,20.27525482,32.38257141,7.392693329,4.4281353,34.20824585,50.81599121,35.72350464,34.58146057,39.55234375,37.37928162,35.45756226,49.32419434,11.49993591,34.08826904,32.83249512,21.49326324,15.10095978,-0.272545147,29.81680603,0.570085096,-8.297245026,13.33244781,0.233824444,23.72663574,28.53461914,27.7781311,10.15135498,11.57061081,0.490921736,14.69924011,6.91863327,25.45598602,18.84738007,-1.624607468,34.69986877,25.37755127,13.66633148,13.74159241,6.046229172,29.71829834,27.43860779,9.168940735,7.403125763,13.9817749,36.11352844,13.67043762,-4.356594086,6.110549545,28.51855774,8.957852936,36.61309814,29.52210388,27.4763855,7.08843689,13.75027618,-4.245845413,29.30484619
X LM_R_cp,61.23763428,0.441267109,31.24260864,29.38189392,-7.67296524,-15.01935577,-21.52588196,18.28732758,31.23355408,9.923338318,6.250331879,26.67186279,41.12363281,8.737142181,48.35000916,29.01497192,53.47946167,-5.421862411,47.34945068,12.32448196,15.93105621,59.41501465,48.46998291,-9.645391846,-13.87483826,5.01335144,27.35486145,41.19326782,15.81350861,-14.62025299,-17.39875946,30.07114868,12.08755875,24.89449615,33.10390625,17.43012695,26.95246887,27.35145264,26.78293762,31.74183044,30.67090454,51.06226196,32.31917114,13.32553558,43.43973999,15.89656677,-18.53260345,25.32913666,21.9822998,12.80862579,37.50074463,47.83126831,39.46795959,-14.34917297,12.46721649,27.53142395,47.82610168,-5.308509064,32.73590393,33.90400391,42.4059967,24.02526245,-2.970549011,26.4588562,36.90307007,-6.872794342,42.88313293,41.63281555,-17.94580536,53.45182495,-19.19568024,28.65324097,35.9446167,11.68617859,-6.866807556,43.82329407,-17.94017029,28.40661011,42.94310608,41.63196106,53.58630371,-19.78778076,11.75160675,42.62711792
