Name,O_ana_QVM_M1987x1x101,O_ana_QVM_M1986x1x47,O_ana_QVM_M1968x1x36,O_ana_MV_C29881,O_ana_MV_C29879,O_ana_MV_C29873,O_ana_MV_C29872,O_ana_MV_C29771,O_ana_QVM_M1987x1x108,O_ana_MV_C29680,O_ana_MV_C29678,O_ana_MV_C28827,O_ana_MV_C28818,O_ana_MV_C24057,O_ana_MV_C17256,O_ana_MV_C17040,O_ana_MV_C17031,O_ana_MV_C17028,O_ana_MV_C16999,O_ana_MV_C16998,O_ana_MV_C16997,O_ana_MV_C16989,O_ana_MV_C7238,O_ana_MV_C2935,O_ana_MV_C2502,O_ana_MV_C2414,O_ana_MV_C2413,O_ana_QVM_M1986x1x38,O_ana_MV_C1435,O_ana_MV_C24058,O_ana_QVM_M1988x1x34,O_ana_ANWC_M3707,O_ana_ANWC_M18044,O_ana_ANWC_M3704,O_ana_ANWC_M3700,O_ana_ANWC_M3699,O_ana_ANWC_M3696,O_ana_ANWC_M3730,O_ana_ANWC_M1274,O_ana_QM_JM6919,O_ana_ANWC_M3560,O_ana_QM_JM18104,O_ana_QM_JM20596,O_ana_QM_JM19983,O_ana_QVM_M1964x1x246,O_ana_MV_C17000,O_ana_MV_C7239,O_ana_ANWC_M15484,O_ana_QVM_M1987x1x98,O_ana_ANWC_M18089,O_ana_SAM_M1629,O_ana_SAM_M6298,O_ana_SAM_M14097,O_ana_QVM_M1965x1x164,O_ana_MV_C11286,O_ana_QVM_M1993x1x223,O_ana_MV_C29877,O_ana_AM_M11237,O_ana_SAM_M9678,O_ana_MV_C17253,O_ana_QVM_M1963x1x245,O_ana_ANWC_M3703,O_ana_AM_M8625,O_ana_QM_JM8106,O_ana_MV_C2459,O_ana_AM_M8258,O_ana_QM_J20672_ERR,O_ana_QVM_M1988x1x141_ERR,O_ana_QVM_M1987x1x105_ERR,O_ana_QM_JM1086_ERR,O_ana_MV_C29796_ERR,O_ana_ANWC_M3708_ERR,O_ana_MV_C2459_ERR,O_ana_ANWC_M1279_ERR,O_ana_AM_M8258_ERR,O_ana_SAM_M6043_ERR,O_ana_QVM_M1987x1x105,O_ana_ANWC_M3708,O_ana_QM_J20672,O_ana_QVM_M1988x1x141,O_ana_QM_JM1086,O_ana_MV_C29796,O_ana_ANWC_M1279,O_ana_SAM_M6043
Z CUR_R_smxmxvo 3,20.72762756,-6.483937073,27.78719788,-13.87504578,-2.948031235,-3.900739288,-4.871638107,34.12253113,-8.644784546,3.684215164,39.52555237,16.35239716,9.718717957,47.60518494,13.81698456,11.35772629,12.38465805,21.08621674,10.85324402,31.13822327,-45.63459167,-9.927632141,10.95810242,24.87781372,6.625018311,31.71082764,13.42077026,16.7892807,38.38643799,13.07096558,2.071687508,24.3533432,36.24781189,26.22769165,7.55032959,22.95101929,28.50027466,26.10968018,44.67469482,-12.08971481,25.60244141,30.4190918,21.324617,1.149426365,-6.126305008,35.1957489,1.531262493,-27.99987183,7.251198578,-11.28188248,-5.955373001,-4.923440552,-1.893009949,9.166209412,9.448819733,-4.093325806,10.68545227,2.028295898,-4.506381226,21.34624023,-7.27962265,25.45660706,29.22204895,9.673934937,13.47256317,1.207886124,24.32998047,28.46395264,7.959960938,-21.59959412,20.93392487,27.98898315,13.42535095,-17.83164673,1.225343609,-0.645120192,7.841099548,27.36793823,24.76257324,28.5762085,-21.63208923,21.01764526,-17.73325195,-0.085699886
X CUR_R_smxmxvo 2,45.74277954,1.246996307,23.1382782,25.76533813,-7.068675995,-6.094884491,-18.14953461,16.69966583,22.98800201,7.793536377,13.99974976,19.5217865,40.69797668,9.069806671,37.28669434,21.72823639,47.10580139,-17.38647766,38.0789978,14.02109222,7.001768494,42.04682617,36.43078003,0.740529346,-2.693087769,28.52990417,30.59595337,42.75016479,15.37812042,-10.34967957,-8.374022675,28.97319031,-32.0196167,21.58540649,-19.90327911,-43.18955078,25.82922668,23.2649231,-46.03929443,-12.22397156,24.44160309,-31.74949036,-32.21011047,-11.75408554,31.07326965,15.83446045,0.3075881,-28.55158386,15.73184509,-31.39794617,12.53454132,-9.377138519,9.550680542,-3.774264526,8.943567657,24.3588028,36.50109253,8.373556519,6.988865662,27.1752655,28.80670166,20.25517426,7.058145905,-23.79704437,25.27387695,1.991294289,-30.10884094,42.41513062,-0.700099468,-13.1920105,-15.66913452,27.69595642,25.71678467,-42.97947388,1.879491043,7.240033722,-0.892913628,27.49546814,-30.04889526,42.94223022,-13.23041992,-15.83297424,-42.92991333,7.257749939
Y CUR_R_smxmxvo 2,-99.66841431,-19.16015472,-105.1213867,-96.06416016,-20.3006546,-101.2645508,-100.6328247,-101.7716919,-101.149408,-36.84412842,-16.90605011,-36.88782043,-17.28891296,-91.14415283,-19.25807343,-14.82292633,-16.53725281,-102.8595825,-26.24601135,-103.1782471,-17.88703461,-105.2243408,-109.9543091,-101.9579407,-100.7654236,-15.50422516,-12.50680771,-98.49870605,-104.8241211,-103.1328979,-18.57063904,-13.12724762,-2.855781937,-16.28054962,-5.680570602,-6.930847168,-18.08965454,-34.48661499,-9.72304306,20.69401398,-27.42779846,-2.527103996,7.062696838,10.12946014,-26.31106873,-102.2690857,-98.99624023,2.188819695,-21.40392609,2.061846924,14.79295807,-2.084991264,19.65025482,-24.32237549,-34.81025696,-102.4163208,-32.96590271,-98.53638306,21.49879913,-24.45785828,-22.34220581,-23.11383514,-17.11356354,14.07387695,-16.65385895,-98.08528442,4.767526245,-100.3845581,-19.48953094,1.941641617,-92.15091553,-13.89057007,-16.69279175,5.472084427,-98.28733521,18.52497711,-19.39072266,-14.04095001,4.753135681,-100.4290283,1.573217583,-92.16184082,5.138230896,18.74855652
Z CUR_R_smxmxvo 2,19.04701385,-7.896852875,26.9721283,-14.88087769,-4.242496872,-2.819201088,-2.538223076,34.07201233,-9.778600311,2.588825607,40.49690247,16.45106201,11.46171646,48.49855957,16.32639771,12.00258026,14.94914398,23.98639069,13.19445038,31.21465759,-45.68388977,-12.69909058,9.925305939,27.14319153,8.748097229,31.08308716,14.36152039,14.96278992,38.32120667,15.49958496,-0.091524559,23.82547302,33.24829407,25.85198364,2.322449493,20.30238953,28.89584961,26.43319702,45.40009766,-14.84171143,25.41481323,29.19336243,21.73390961,-1.019076633,-4.637423706,34.72862549,4.080207062,-32.32449341,7.847214508,-12.96384277,-9.544692993,-10.52232132,-5.687163925,7.873352051,8.195979309,-4.453170776,12.18173752,3.170804024,-8.791740417,23.14590607,-6.004794693,25.29816132,27.52770691,9.254219055,14.8480545,2.453261375,23.2053772,26.34075928,6.108692551,-27.55734863,23.11308441,27.70909729,14.87199402,-20.16325073,2.389206696,-5.488010406,5.977950287,26.93495178,23.19905243,26.46992798,-27.97642212,23.25074615,-20.27160187,-4.90369873
X CUR_R_smxmxvo 1,45.78399048,2.03854847,23.53964539,23.96723022,-6.610208893,-4.682872772,-18.42394257,17.93663635,21.75044708,6.630241394,12.55807571,18.25278931,41.86379395,10.3585556,37.33410645,20.11769257,48.05376282,-17.99714508,38.21363831,14.63143768,8.149424744,42.24690552,36.81820374,2.550284576,-2.269366455,28.2909668,29.91580505,42.83627625,16.68056946,-10.57158661,-7.937949371,29.71477661,-36.97279663,22.46169739,-23.22784882,-49.19558716,27.27661133,24.60600586,-51.99952393,-14.50311584,25.47945099,-38.11584778,-37.47615051,-14.77825165,31.44329529,17.2026001,1.820565033,-31.99377136,17.11300049,-35.45158386,11.92507477,-12.26390076,8.97184906,-3.450494003,7.606204987,23.25806122,36.48921509,8.634134674,6.850514221,26.18063354,29.25672607,21.17279816,5.970119095,-28.92957458,24.55715637,1.103000164,-36.48805847,43.75259705,0.08324613,-17.50343018,-15.54981537,28.08592834,24.75390167,-49.34165649,1.039589977,5.983391953,0.075190485,28.2515686,-36.51537476,43.96546631,-17.15951691,-15.63471985,-49.30259399,6.28575592
Y CUR_R_smxmxvo 1,-106.0300415,-12.72667389,-111.2327148,-102.8597412,-13.40006714,-107.4856201,-106.5226318,-107.9506958,-107.5768066,-31.17420349,-10.04771652,-30.76326599,-10.76324844,-96.89613037,-12.7606781,-7.502178192,-9.355253601,-109.0613525,-20.06640778,-108.4836792,-10.89488907,-112.1403809,-116.0692627,-107.5538574,-106.8347046,-8.267987823,-5.20908432,-104.9518433,-109.2532227,-109.4007324,-12.00506516,-6.101239777,-0.4567132,-9.526316071,-2.048766327,-4.491921234,-11.29822388,-28.32718811,-8.124767303,24.36861267,-20.7400589,-0.995393562,7.94026947,14.39408112,-19.69824677,-108.3558105,-105.547998,5.560429001,-14.77154694,4.049763107,19.43466187,1.184492111,24.82386475,-17.44952087,-29.00760803,-107.8393066,-26.59915466,-103.8609985,26.64347534,-17.952771,-16.98254089,-16.57869415,-10.53434525,17.22685394,-10.01289597,-103.5315308,7.556426239,-106.8029297,-12.54656448,2.195850754,-97.43779907,-7.273390198,-10.08814697,7.653890991,-103.7227417,23.32406006,-12.46379166,-7.681498718,7.431253052,-106.6878418,2.181728554,-97.36046753,7.783188629,23.66203308
Z CUR_R_smxmxvo 1,18.51832275,-9.160769653,26.10005188,-14.80977478,-5.493426132,-2.463454247,-1.369854259,33.56422729,-10.59257126,1.971850204,41.38446045,16.05457153,12.1260025,48.81637878,17.83448639,12.59696808,16.5733551,25.99535522,14.73105316,31.17545776,-45.94384766,-14.07060242,8.946546173,28.12145691,9.892379761,30.65689697,15.14032593,13.87317963,37.9711792,17.06312561,-1.074997044,22.58680725,29.29573059,25.40391541,-2.627963638,16.96744232,28.53883362,25.83519287,46.04645081,-17.6403183,25.27360229,29.12723083,22.28473053,-4.195419693,-3.717670822,34.56860352,5.767094421,-36.5224762,7.964240265,-15.11973572,-14.09810028,-15.99914703,-9.488872528,6.89624939,6.539041901,-4.712450027,12.97600708,3.953299332,-13.63425446,24.35444336,-5.537151337,25.32215729,26.21687012,7.76227951,15.33028259,3.347820663,22.43531647,24.7730484,4.431038666,-32.84839172,24.52034607,27.21050415,15.4566452,-23.77701721,3.278090668,-10.41015472,4.477862167,27.00509949,22.41888275,24.76389008,-33.3631134,24.6673233,-23.67702332,-9.935069275
X CUR_R_smxmf 5,46.61077576,4.037938309,23.69668732,25.56183929,-3.196460152,-5.775203323,-14.9848114,17.59991913,22.8011673,7.7993927,12.63908081,18.91340637,35.59006348,9.845020294,35.61069031,20.51784821,44.70371094,-10.52721176,36.34143677,13.9248291,9.169198608,41.67994995,37.43507996,0.813136578,-1.303102016,22.9502243,26.77877502,39.50707092,16.79981995,-7.759655762,-6.393642426,30.21468811,-19.14911804,23.47662811,-4.254092026,-25.67725525,25.90028687,23.84737854,-24.39380798,-2.213509178,26.19089355,-7.722497559,-15.35290222,-6.017428589,30.72137756,16.01010284,-0.55208025,-13.91982727,16.54699402,-19.81650543,17.84720001,4.665387726,15.00727234,-1.661970329,9.223429871,23.77681274,36.02290039,7.526908112,11.14879837,24.44880524,28.99117737,21.43847961,7.085092926,-10.38403015,23.40042267,2.26505394,-8.615577698,38.54099121,-1.684477997,4.463536835,-13.58233337,28.3347168,23.4961853,-28.34775391,2.214894867,15.35424347,-1.363345814,28.43003845,-8.356871033,38.59821472,4.828495026,-13.57851715,-28.38988647,15.394841
Y CUR_R_smxmf 5,-79.38604736,-40.75591736,-84.5079895,-74.88313599,-42.67055969,-81.78742065,-81.80424194,-82.40461426,-79.67584839,-55.41276245,-39.78358765,-57.65863647,-36.84256287,-72.24690552,-43.2029541,-40.36929626,-41.38327332,-82.29279785,-47.85314026,-80.77366333,-43.49931946,-80.58874512,-89.96206665,-83.68389893,-80.12894287,-38.50094604,-37.13636475,-78.53377075,-88.4421814,-83.11514893,-40.7585144,-38.36687927,-16.59457855,-39.31816101,-16.05315857,-19.19233246,-41.82735291,-54.14151001,-10.01099243,10.14443741,-49.90863037,-3.305890274,7.226274872,-5.629938507,-46.94984741,-82.99371948,-78.33684692,-4.629818344,-42.77836609,-8.539848328,1.366508675,-8.714802551,5.32803421,-44.55379333,-54.01976929,-85.97931519,-52.18575439,-81.57778931,8.047659302,-47.01515503,-41.01984863,-46.28211975,-40.00927734,-0.641841745,-38.91217041,-79.70222778,2.05949955,-78.69463501,-41.61574097,2.520934677,-72.54160767,-38.67112732,-38.67484131,-6.668838501,-79.9189209,5.269911575,-41.22669983,-38.3874054,1.673995399,-78.8942749,2.296691132,-72.53581543,-6.572870636,5.376374817
Z CUR_R_smxmf 5,17.87448578,-6.291123962,25.98286743,-15.24349213,-4.637791824,-1.634569359,-1.567358017,33.56092834,-9.903471375,4.656744385,34.66872559,20.04942169,13.66006927,45.97402954,17.0440918,13.51231079,16.25619049,21.03954773,14.35630798,29.04128418,-41.57860718,-14.0053421,7.100184631,25.72876587,9.771030426,29.33175964,15.1786087,16.61356964,36.65802002,13.3723587,0.19072926,26.31507568,46.21832886,28.62673645,18.07721558,34.04042664,30.60652161,29.35282593,45.51257935,-0.777066469,28.08504333,27.55189819,19.2815918,11.44076767,-2.438609123,34.81184387,3.644384384,-20.9480011,8.048856354,-3.453442383,8.796735382,8.175331116,11.98416519,6.164459229,12.3727562,-4.31749382,14.08281097,5.150088882,9.645517731,23.81769257,-3.557149506,28.21680298,27.29892273,14.25407104,17.63088074,3.587084579,24.56298065,27.1690979,5.641220093,-9.799897003,20.47973938,28.95845337,17.7201416,-8.175669861,3.507512665,13.9114151,5.663718414,28.91473999,24.58372345,27.13448792,-10.12954865,20.48654785,-8.278283691,13.698349
X CUR_R_smxmf 4,47.52760925,3.843742371,24.89060669,24.78433533,-4.119171906,-6.073702621,-16.7928421,18.74783783,22.22032166,6.36562233,11.12623596,18.60333252,37.57807922,10.61029434,36.43720703,19.22512817,46.56704102,-12.53992157,38.01136475,16.2855835,10.7283844,43.10346985,38.43186951,1.0674963,-2.066109276,23.09092102,26.62062988,40.91476135,17.77468719,-8.488876343,-7.496632385,31.62433472,-24.82053833,24.38263702,-8.243704987,-33.13554077,27.90369873,25.06548767,-31.83276672,-4.313333893,27.05391235,-16.04622498,-21.18574066,-9.262368774,32.0972229,17.25161133,-0.620753145,-17.90297241,17.71403656,-24.92709808,17.55884552,1.930028534,14.84544678,-2.359429932,8.058457947,23.24941864,37.10668335,6.866020966,11.47993927,24.92154694,30.32957458,22.92899933,5.224180222,-16.02725983,23.29101563,0.947704506,-15.27121277,41.00569458,-2.027908707,0.052954566,-14.26008606,30.06549377,23.36304016,-34.03735962,0.869448662,14.04246826,-1.19580307,30.07877502,-15.20948792,41.26891174,-0.080151862,-14.31869659,-34.01799316,14.07514648
Y CUR_R_smxmf 4,-86.48892212,-33.37303467,-91.89181519,-81.93421631,-34.90836792,-88.34509277,-87.87225342,-88.73934326,-87.02232666,-49.16795959,-31.90541077,-50.45759888,-30.22028809,-78.85563965,-34.86357117,-31.59003601,-32.92940979,-89.40900269,-40.22755127,-89.05915527,-34.26686096,-89.22883911,-96.79541626,-89.74923096,-87.09962158,-30.49849548,-28.67354431,-85.36044922,-93.90217285,-89.9151123,-32.995224,-29.2867157,-11.92384491,-31.16446228,-12.46807327,-15.60742645,-33.75775757,-47.58666687,-8.307868195,14.70283966,-42.34132385,-1.787573433,8.462451935,0.145114613,-39.87069397,-89.47364502,-85.14169922,-2.189137077,-35.43757324,-5.18293457,6.745755768,-5.765464401,10.81357422,-37.96006165,-47.12845154,-91.553125,-45.72460632,-87.48364868,13.21297455,-39.31987,-34.4870575,-38.05546875,-32.0966095,3.867039108,-31.42912903,-86.1848999,3.999313354,-86.22971191,-33.86366272,2.103108215,-79.34666748,-29.55400085,-31.35612488,-2.934380531,-86.36534424,10.23540497,-33.6193634,-29.37383118,3.890656281,-86.331073,2.204814339,-79.38181763,-3.191793823,10.28119507
Z CUR_R_smxmf 4,17.60736084,-8.329393768,26.44293213,-15.7499588,-5.797374344,-0.809165382,-0.610483885,33.87026978,-11.51132889,4.790172195,36.94880066,20.03379822,14.20729523,47.64104614,18.90154724,14.28421021,17.61199799,23.60736389,15.28100586,30.58474731,-43.82891235,-14.83999481,7.587010193,27.29565735,10.67363281,30.12891541,16.39301605,14.67029419,37.57506104,15.2785675,-1.624004936,24.29136505,42.9835144,26.63787537,11.02887115,30.72759399,28.86907349,27.91160889,44.85096436,-6.317721558,26.80996704,26.3989563,18.94360657,8.570520782,-2.266082001,35.54495544,5.100291061,-25.71963196,7.747116852,-6.069591904,2.33853817,0.578646755,5.431542587,5.637123489,11.98382187,-5.188279724,14.48686523,4.953391266,3.539510345,25.43630219,-3.785132599,26.60526733,27.03020935,13.80714417,18.5519516,3.641986084,23.14130554,25.96781311,4.186109924,-17.91859894,23.34264984,27.31685486,18.65810547,-10.68319855,3.575574493,6.845582581,4.136591339,27.29634705,23.11639099,26.01228333,-18.00873718,23.36825409,-11.07478104,6.664159393
X CUR_R_smxmf 3,47.92947083,4.048529816,25.85231018,23.48195496,-4.52911377,-5.732207489,-18.23978882,19.67781067,21.29773102,4.933657074,9.771244812,17.7318985,39.31432495,11.42837296,36.77796936,18.12673187,48.0902832,-14.24308167,39.11313782,18.26066437,11.76294785,44.27379456,39.32458801,1.828699684,-2.417939949,23.51655273,26.34033508,41.76463318,18.76378021,-8.753570557,-8.095883179,32.92906189,-30.95063477,25.02978363,-12.5997139,-40.89129639,29.74840088,26.1646637,-39.96048279,-6.755923462,27.99620056,-24.75970612,-27.42513123,-13.06817627,33.00538635,18.54309692,-0.409707403,-22.53899994,19.22342529,-30.22772827,17.24229736,-1.465611935,14.58672638,-2.454020309,6.692345428,22.33419952,37.60458679,6.698458099,11.35535736,24.80677032,31.38126221,23.87331696,4.090507126,-22.00612488,22.8895401,-0.044696957,-23.30858765,43.32972412,-1.181321049,-5.094489288,-14.4907547,31.59892578,22.66423035,-40.87253723,-0.1585289,12.71292572,-1.061924362,31.63200378,-23.19687195,43.44682312,-5.301396179,-14.44033051,-40.82119751,12.79860535
Y CUR_R_smxmf 3,-94.04598389,-25.26301117,-99.54833374,-89.98770752,-26.49434204,-95.72694092,-94.87572632,-95.99039307,-95.05237427,-42.24751892,-23.24611359,-42.38716736,-22.69805298,-85.83907471,-26.04283447,-22.04636841,-23.68112946,-97.01442261,-32.14533081,-96.9043396,-24.7360672,-98.0958252,-104.2952026,-96.5446228,-94.78577881,-21.33541565,-19.30565491,-92.75629883,-99.85651245,-97.40592041,-24.80196686,-20.16504669,-7.284980774,-22.76377716,-8.502523041,-11.61268387,-24.8878479,-40.15348816,-6.863251495,19.8057312,-33.91597595,0.396913385,9.120236969,6.141100311,-32.09753418,-96.65829468,-92.8531311,0.955334949,-27.52480164,-1.781130981,12.46746674,-2.365880203,17.02690125,-30.17398071,-39.9286499,-97.66571655,-38.49331665,-93.71964111,19.28076324,-30.89807739,-27.58146973,-29.42203674,-23.75031586,8.588196564,-22.86427155,-92.96150513,6.447480011,-94.09782104,-25.9727417,2.384509468,-86.36746826,-20.45512543,-22.93712158,1.026325512,-93.17989502,16.29061584,-25.80515747,-20.57999573,6.374694824,-94.1265564,2.708854866,-86.44188843,0.795283365,16.1474823
Z CUR_R_smxmf 3,17.00396118,-10.146418,26.67807007,-16.00982513,-6.917675018,0.375185823,0.598403597,34.00653076,-12.57301559,4.14030838,38.83044128,19.58786621,14.91309814,48.91465149,20.73988647,14.61330261,18.95597839,26.12102051,16.14949036,31.56282959,-45.13031616,-16.55348358,7.665301514,28.80114441,12.19845886,30.72244263,17.3483017,13.02951508,38.13280029,17.01271667,-3.657571793,22.92863159,39.0018158,25.34723206,4.21995697,26.91639099,28.33841248,26.82858887,44.81187134,-11.18004074,25.70719299,25.42330017,18.90167847,5.111247253,-1.880563736,35.6250885,6.759618378,-30.55684204,7.423551941,-8.814964294,-4.357141876,-7.201081848,-0.593229151,4.688904572,10.81837082,-5.708970642,15.27391357,4.886912537,-3.023920822,26.65516968,-3.495119095,25.54993439,26.28608704,12.64074249,19.18912964,3.998562622,21.89605255,24.69876099,3.274714661,-25.62572327,25.75534058,26.35896606,18.54072723,-14.12360535,3.945805359,-0.141774988,3.347374344,26.39799194,21.81994781,24.71754456,-25.7940155,25.73885193,-14.33854675,-0.091161132
X CUR_R_smxmf 2,47.547052,4.115125656,26.66633301,22.19283447,-4.393030167,-4.598903656,-19.32642365,21.76044617,19.69010162,3.276797485,8.055506134,16.74208679,41.1761261,12.81560059,36.50375366,16.46529999,48.86832581,-15.20134583,39.30318604,20.51606445,12.88522644,45.11136475,39.63640442,3.491864395,-2.154939461,24.40341492,26.08912659,42.09807739,20.02916107,-8.732821655,-8.06996994,34.31028137,-36.76550293,25.65568237,-17.27266998,-48.15627747,30.8000824,27.27930603,-47.60910034,-8.872425842,29.04066772,-32.9482605,-33.6530304,-16.65069733,33.53286133,19.84983826,0.923719025,-27.01528931,20.06220245,-34.85961609,16.11388092,-5.659805679,13.76186829,-2.276132202,5.050614929,21.09893188,37.55384521,6.608537292,10.86324463,24.12713013,31.75901489,24.83759613,3.099756432,-28.32133484,22.5749115,-1.10410881,-31.43179626,44.64196167,0.426619959,-9.669432068,-14.35291595,32.85605469,22.33339386,-47.91026001,-1.210371399,11.37284012,0.235347271,32.91622314,-31.34232788,45.05528259,-9.769632721,-14.20899506,-47.815271,11.58489685
Y CUR_R_smxmf 2,-101.796283,-17.26309509,-106.9504028,-98.3071228,-18.07411957,-103.3327637,-101.7291443,-103.4361572,-103.0200317,-35.29447327,-14.78878937,-34.61366272,-14.89593506,-92.70166626,-17.56784821,-12.8275238,-14.69191284,-104.6156982,-24.25653381,-103.9245483,-15.89095917,-106.7464355,-112.0446167,-103.3518311,-102.3105347,-12.481427,-10.2527092,-100.5798584,-105.6035522,-104.9837036,-16.73573303,-11.4285614,-3.862634659,-14.39766998,-4.101617813,-8.244799042,-16.32345123,-32.66343994,-5.843244934,25.18845978,-25.401474,3.261182785,11.209478,11.60074387,-24.17631836,-104.0407837,-100.960376,4.930279541,-19.27373505,1.260909271,17.92785797,1.231554031,23.42832336,-21.91877136,-32.9583252,-104.0761108,-30.82120361,-100.2824646,25.62164917,-22.54823914,-20.84736023,-21.27032318,-15.5224884,12.21737213,-14.42354889,-99.7032959,8.815713501,-101.9736511,-17.63100281,3.357269669,-92.96410522,-12.06188431,-14.48181763,4.700429535,-99.84022217,22.1195343,-17.57607422,-12.33620987,8.712578583,-101.8356384,3.714026642,-92.9604187,4.735638046,21.91757813
Z CUR_R_smxmf 2,16.09171753,-11.36338196,25.35207214,-16.3261795,-8.21384201,0.602221441,2.866228676,33.88790588,-12.96216888,3.070705223,40.50841064,18.88336334,16.03334503,49.71539307,21.97468109,15.17876892,20.57150269,28.17761536,16.97353668,31.795401,-45.93815002,-18.843396,7.129772949,29.90939026,13.34348297,31.1197937,18.0002121,11.51933517,37.99734497,18.76663208,-4.939376831,21.45025482,33.98746948,24.928479,-1.871443939,22.32776031,28.14634094,25.93557434,45.19568787,-14.97539368,25.32021332,24.64664001,19.5074173,0.963185883,-0.657065535,35.18390503,7.938593292,-35.47269897,7.905723572,-11.85575485,-10.31366043,-13.98308563,-5.743196869,4.155538559,8.73006134,-5.649479294,16.09158783,5.443950653,-9.209698486,27.36251831,-2.661468506,24.78201141,25.16511688,10.41599197,19.1817276,4.545962906,20.915625,22.94851379,2.043227196,-33.06662903,27.7594635,26.07380066,18.96344147,-18.79092865,4.533789825,-6.638925171,2.141249466,26.09880066,20.73518372,22.99060211,-33.25854492,27.73168335,-18.76172028,-6.624590302
X CUR_R_smxmf 1,47.62621155,3.637179184,27.09595947,21.29232178,-5.49375267,-3.162870979,-19.86347198,21.80589294,19.65556946,2.990401077,7.442958832,15.70802002,43.31087952,13.03226013,36.86734314,16.07614441,50.01264954,-17.25920868,39.44848328,19.78556976,12.82785645,45.3213501,40.11721191,4.348508835,-2.130418015,25.3996582,26.9467926,42.33260498,19.6515274,-9.164641571,-8.51774826,34.53399353,-41.74226379,25.87597351,-21.93708954,-54.54511719,31.70618896,27.86705933,-54.50339966,-12.52100601,29.72223816,-41.20540771,-40.26793213,-18.70527496,33.79393616,20.13939819,1.596756649,-31.78780212,21.02479248,-39.31477051,15.20289001,-10.02508926,12.41916351,-2.708870697,4.363436127,21.11921387,37.74824524,6.746419525,10.68753281,24.81082306,31.78621826,24.87639771,2.074184608,-32.89179077,22.78861389,-1.691615868,-38.93317871,46.06477966,0.45321126,-16.0653183,-14.71878815,32.98986206,23.254245,-54.43858643,-1.646762657,9.31526413,0.399427414,33.08215332,-38.90950012,46.17176819,-15.89425507,-15.39821777,-54.42883911,9.354743195
Y CUR_R_smxmf 1,-109.1385254,-9.891451263,-114.1974731,-105.9947388,-10.31751556,-110.3988281,-108.8310181,-110.7159668,-110.5,-28.4796051,-6.531206512,-27.44921875,-7.532928467,-99.22821045,-9.637849426,-3.822592163,-6.198569107,-111.4365845,-17.34334717,-111.2683716,-7.461060333,-115.6516113,-119.0700562,-109.7744263,-109.5001465,-4.90205307,-1.795214272,-107.6931763,-111.0521729,-112.1647461,-8.768730164,-2.465138054,0.03340964,-6.616932678,-0.553317118,-4.412715912,-8.255812073,-25.62594299,-4.820082855,28.61246948,-17.35719147,2.880905342,11.24822464,17.13217773,-16.5887207,-110.9707275,-108.1621826,7.408709717,-11.67643585,4.276088715,22.86399841,3.509143066,28.16575012,-14.19530792,-26.06520386,-110.1643799,-23.44766235,-106.3090332,31.07198792,-14.94917755,-14.3648056,-13.60469513,-7.887322235,17.66950836,-6.462139893,-105.9635864,10.74908676,-109.2083496,-10.0624794,3.224176025,-99.55129395,-3.57828331,-6.595313263,8.369641876,-106.0231445,26.66185608,-9.959790802,-4.244923401,10.83318176,-109.0167725,3.418469238,-99.32576294,8.294992828,26.3464386
Z CUR_R_smxmf 1,15.23770447,-12.67778015,25.40474091,-16.61744232,-8.747472382,0.664317608,2.443548203,34.13437195,-14.05952759,2.61351738,42.42191772,18.12166595,15.8791626,50.46476746,22.19388275,14.98175659,20.93119354,29.83177185,18.2009201,32.49827881,-47.40948181,-18.89413452,7.380352783,30.54084167,13.59360046,32.04387207,18.41550293,10.58824539,38.29906921,20.15403748,-6.222078323,20.62034454,29.50725403,23.63181,-7.722983551,17.9055603,27.10218201,24.91119995,45.63606567,-19.39898682,24.72441864,25.38217163,20.33144073,-3.11462574,-1.171618843,35.14126892,8.917799377,-40.0394043,7.648820496,-14.29801636,-16.17969971,-20.50952148,-11.63051605,3.539159393,7.25020752,-6.046871185,16.18128967,5.595187759,-15.83248596,28.28636475,-3.509076691,23.81427917,25.11616516,9.216053009,19.0519928,4.535263443,19.99041138,21.79086914,1.597601414,-39.12583618,28.58392639,25.15942993,19.2465683,-22.45914001,4.465187073,-13.3817276,1.653237534,25.2587677,20.07348328,21.81629333,-39.21429443,28.71358337,-22.697258,-13.00967865
X CUR_R_maorza 5,50.6431366,12.2774498,30.26871338,18.90798798,6.085715103,-1.802284813,-9.644340515,23.25908203,18.82496338,3.35556488,5.330194473,14.72926788,26.87405701,17.49156342,30.97930603,16.58613739,39.33563232,6.825661469,34.46834412,16.93166962,18.18260193,44.92022095,43.51776123,3.374843216,0.691899729,4.788318634,16.37870941,28.11873474,20.50775604,-0.299685931,-0.714141083,36.81493835,3.645689774,31.20977783,33.68234253,8.674835205,31.37286072,31.20809021,19.242659,23.42113495,33.97488708,44.66179504,26.61302185,2.107131004,32.34634094,22.31496429,-2.837189293,22.34331665,24.65157471,5.259029388,31.05280151,38.82616577,32.37222595,0.912585258,4.201299667,18.309935,35.99465027,1.565147972,25.47080231,18.26349487,33.18761597,28.99767456,3.390086746,14.89208221,21.86722565,-2.870516777,36.60107117,33.29983521,-1.259761047,45.48977966,-7.203968048,35.00570374,21.42678375,3.309877777,-2.875395584,39.05579529,2.335833549,34.9295166,36.66080017,33.00484009,45.55307617,-7.409624481,3.084860802,38.91629944
